Authors,Title,Year,Source,ArticleURL,Type,DOI,Cites,GSRank,QueryDate,Database,SearchTerms,RecordID
V. Giovagnetti,The evolution of the photoprotective antenna proteins in oxygenic photosynthetic eukaryotes,2018,Biochemical Society Transactions,,Review,10.1042/BST20170304,33,91,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem,nonvascular--chlorophyll,nonvascular--chlorophyll,nonvascular--photosynthesis,nonvascular--photosystem",10702
M. Iwai,Visualizing structural dynamics of thylakoid membranes,2014,Scientific Reports,,Article,10.1038/srep03768,32,94,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10705
D.I.G. Bennett,Models and mechanisms of the rapidly reversible regulation of photosynthetic light harvesting,2019,Open Biology,https://api.elsevier.com/content/article/eid/1-s2.0-S2046244119000060,Review,10.1098/rsob.190043,31,97,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10708
W. Qin,Arbuscular mycorrhizal fungi alleviate salinity stress in peanut: Evidence from pot-grown and field experiments,2021,Food and Energy Security,,Article,10.1002/fes3.314,30,101,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10712
Z. Yan,"Leaf anatomy, photosynthesis and chlorophyll fluorescence of lettuce as influenced by arbuscular mycorrhizal fungi under high temperature stress",2021,Scientia Horticulturae,https://api.elsevier.com/content/article/eid/1-s2.0-S0304423821000406,Article,10.1016/j.scienta.2021.109933,29,104,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--quantumyield,moss*--photosystem,moss*--photosystem,moss*--quantumyield",10715
V. Bagheri,Effect of mycorrhizal inoculation on ecophysiological responses of pistachio plants grown under different water regimes,2011,Photosynthetica,,Article,10.1007/s11099-011-0064-5,29,105,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--quantumyield,moss*--photosystem,moss*--photosystem,moss*--quantumyield",10716
V. Petrouleas,A Mössbauer Analysis of the Low-Potential Iron-Sulfur Center in Photosystem I: Spectroscopic Evidence That F<inf>X</inf> Is a [4Fe-4S] Cluster,1989,Biochemistry,,Article,10.1021/bi00449a004,29,108,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10719
M. Orio,"Successes, challenges, and opportunities for quantum chemistry in understanding metalloenzymes for solar fuels research",2021,Chemical Communications,,Review,10.1039/d1cc00705j,28,109,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10720
E.H. EVANS,Mössbauer Spectroscopic Studies of the Nature of Centre X of Photosystem I Reaction Centres from the Cyanobacterium Chlorogloea fritschii.,1981,European Journal of Biochemistry,,Article,10.1111/j.1432-1033.1981.tb05488.x,28,111,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10722
J. Raven,Iron acquisition and allocation in stramenopile algae,2013,Journal of Experimental Botany,,Review,10.1093/jxb/ert121,26,114,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10725
T. Tan,ABSCISIC ACID INSENSITIVE3 is involved in cold response and freezing tolerance regulation in Physcomitrella patens,2017,Frontiers in Plant Science,,Article,10.3389/fpls.2017.01599,25,115,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10726
A. Pinnola,"Heterologous expression of moss light-harvesting complex stress-related 1(LHCSR1), the chlorophyll A-xanthophyll pigment-protein complex catalyzing non-photochemical quenching, in Nicotiana sp.",2015,Journal of Biological Chemistry,https://api.elsevier.com/content/article/eid/1-s2.0-S0021925820446654,Article,10.1074/jbc.M115.668798,25,116,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10727
K. Burda,Mössbauer studies of the non-heme iron and cytochrome b<inf>559</inf> in a Chlamydomonas reinhardtii PSI<sup>-</sup> mutant and their interactions with α-tocopherol quinone,2003,FEBS Letters,https://api.elsevier.com/content/article/eid/1-s2.0-S0014579302038954,Conference Paper,10.1016/S0014-5793(02)03895-4,25,118,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10729
A. Korrensalo,Variation in photosynthetic properties among bog plants,2016,Botany,,Article,10.1139/cjb-2016-0117,24,119,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem,peat--photosystem,peat--photosystem,sphagnum--leafarea,sphagnum--leafarea,sphagnum--phenology,sphagnum--photosynthesis,sphagnum--light,sphagnum--photosynthesis,sphagnum--photosystem",10730
L. Girolomoni,Evolutionary divergence of photoprotection in the green algal lineage: a plant-like violaxanthin de-epoxidase enzyme activates the xanthophyll cycle in the green alga Chlorella vulgaris modulating photoprotection,2020,New Phytologist,,Article,10.1111/nph.16674,21,127,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10738
M.H. Shamshiri,Effects of arbuscular mycorrhizal fungi on photosystem II activity of three pistachio rootstocks under salt stress as probed by the OJIP-test,2016,Russian Journal of Plant Physiology,,Article,10.1134/S1021443716010155,21,128,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10739
M. Cantrell,"A mutant of Chlamydomonas without LHCSR maintains high rates of photosynthesis, but has reduced cell division rates in sinusoidal light conditions",2017,PLoS ONE,,Article,10.1371/journal.pone.0179395,20,129,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10740
N. Manavski,High chlorophyll fluorescence145 binds to and stabilizes the psaa 5′ UTR via a newly defined repeat motif in embryophyta,2015,Plant Cell,,Article,10.1105/tpc.15.00234,20,130,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10741
C.J. Reed,Thermodynamics of Proton and Electron Transfer in Tetranuclear Clusters with Mn-OH<inf>2</inf>/OH Motifs Relevant to H<inf>2</inf>O Activation by the Oxygen Evolving Complex in Photosystem II,2018,Journal of the American Chemical Society,,Article,10.1021/jacs.8b06426,19,133,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10744
A. Pinnola,Functional modulation of LHCSR1 protein from Physcomitrella patens by zeaxanthin binding and low pH,2017,Scientific Reports,,Article,10.1038/s41598-017-11101-7,19,134,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10745
K. Ichikawa,The plastid sigma factor SIG5 is involved in the diurnal regulation of the chloroplast gene psbD in the moss Physcomitrella patens,2008,FEBS Letters,https://api.elsevier.com/content/article/eid/1-s2.0-S001457930701304X,Article,10.1016/j.febslet.2007.12.034,19,136,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10747
Y. Wang,The effect of arbuscular mycorrhizal fungi on photosystem II of the host plant under salt stress: A meta-analysis,2019,Agronomy,,Article,10.3390/agronomy9120806,18,137,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--quantumyield,moss*--photosystem,moss*--photosystem,moss*--quantumyield",10748
A. Rakotonandrasana,"Iron(II) complexes with polydentate Schiff base ligands as models of the photosynthetic mononuclear non-heme ferrous sites. Synthesis, characterization, molecular crystal structure, EXAFS and XANES studies, Mössbauer spectroscopy and magnetic properties",1991,Inorganica Chimica Acta,https://api.elsevier.com/content/article/eid/1-s2.0-S0020169300830601,Article,10.1016/S0020-1693(00)83060-1,18,139,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10750
B. Semin,Iron bound to the high-affinity Mn-binding site of the oxygen-evolving complex shifts the pK of a component controlling electron transport via Y <inf>Z</inf>,2004,Biochemistry,,Article,10.1021/bi036047p,16,145,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10756
J. Kurreck,Isolation and properties of PS II membrane fragments depleted of the non heme iron center,1996,FEBS Letters,https://api.elsevier.com/content/article/eid/1-s2.0-0014579396000610,Article,10.1016/0014-5793(96)00061-0,16,148,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--quantumyield,moss*--photosystem,moss*--photosystem,moss*--quantumyield",10759
E. Evans,Mossbauer spectra of photosystem-I reaction centres from the blue-green alga Chlorogloea fritschii,1979,Biochemical Journal,,Article,10.1042/bj1820861,16,149,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10760
H. Yamakawa,Dissipation of excess excitation energy by drought-induced nonphotochemical quenching in two species of drought-tolerant moss: Desiccation-induced acceleration of photosystem ii fluorescence decay,2013,Biochemistry,,Article,10.1021/bi4001886,15,151,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10762
L.X. Gui,iTRAQ-based proteomic analysis reveals positive impacts of arbuscular mycorrhizal fungi inoculation on photosynthesis and drought tolerance in blueberry,2021,Trees - Structure and Function,,Article,10.1007/s00468-020-02015-5,14,153,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10764
C. Martín-Fernández,Response of soybean plants to the application of synthetic and biodegradable Fe chelates and Fe complexes,2017,Plant Physiology and Biochemistry,https://api.elsevier.com/content/article/eid/1-s2.0-S0981942817302504,Article,10.1016/j.plaphy.2017.07.028,14,157,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10768
E. Rintamäki,Protein phosphorylation and magnesium status regulate the degradation of the D1 reaction centre protein of Photosystem II,1996,Plant Science,https://api.elsevier.com/content/article/eid/1-s2.0-0168945296043439,Article,10.1016/0168-9452(96)04343-9,14,158,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10769
W. Menke,[41] Isolation of Thylakod Proteins,1980,Methods in Enzymology,https://api.elsevier.com/content/article/eid/1-s2.0-S0076687980690430,Article,10.1016/S0076-6879(80)69043-0,13,159,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10770
Y. Liu,"The multifaceted roles of Arbuscular Mycorrhizal Fungi in peanut responses to salt, drought, and cold stress",2023,BMC Plant Biology,,Article,10.1186/s12870-023-04053-w,13,160,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10771
M. Asadi,"Improvement of Photosynthetic Pigment Characteristics, Mineral Content, and Antioxidant Activity of Lettuce (Lactuca sativa L.) by Arbuscular Mycorrhizal Fungus and Seaweed Extract Foliar Application",2022,Agronomy,,Article,10.3390/agronomy12081943,13,161,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10772
S. Goto,P-class pentatricopeptide repeat protein PTSF1 is required for splicing of the plastid pre-tRNA<sup>I</sup><sup>le</sup> in Physcomitrella patens,2016,Plant Journal,,Article,10.1111/tpj.13184,13,163,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--quantumyield,moss*--rubisco,moss*--photosystem,moss*--photosystem,moss*--quantumyield,moss*--rubisco",10774
B.K. Semin,Effect of formate on Mössbauer parameters of the non-heme iron of PS II particles of cyanobacteria,1990,FEBS Letters,https://api.elsevier.com/content/article/eid/1-s2.0-001457939081263N,Article,10.1016/0014-5793(90)81263-N,13,168,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10779
J. Bonnerjea,Evidence that the low-potential (-700 mV) electron acceptor (X) in Photosystem I has two iron-sulphur centres,1984,BBA - Bioenergetics,https://api.elsevier.com/content/article/eid/1-s2.0-0005272884900902,Article,10.1016/0005-2728(84)90090-2,12,170,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10781
C. Spetea,Effects of Photoinhibition on the Q<inf>A</inf><sup>-</sup>Fe<sup>2+</sup> Complex of Photosystem II Studied by EPR and Mössbauer Spectroscopy,1995,Biochemistry,,Article,10.1021/bi00013a036,11,174,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10785
F. Azadi-Chegeni,Conformational Dynamics of Light-Harvesting Complex II in a Native Membrane Environment,2021,Biophysical Journal,https://api.elsevier.com/content/article/eid/1-s2.0-S0006349520331738,Article,10.1016/j.bpj.2020.11.2265,10,175,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10786
S. Gao,Slow zeaxanthin accumulation and the enhancement of CP26 collectively contribute to an atypical non-photochemical quenching in macroalga Ulva prolifera under high light,2020,Journal of Phycology,,Article,10.1111/jpy.12958,10,176,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10787
H. Yamakawa,Mechanisms of drought-induced dissipation of excitation energy in sun- and shade-adapted drought-tolerant mosses studied by fluorescence yield change and global and target analysis of fluorescence decay kinetics,2018,Photosynthesis Research,,Article,10.1007/s11120-017-0465-9,10,177,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10788
W. Luo,Comparative proteomic analysis of wild-type Physcomitrella patens and an OPDA-deficient Physcomitrella patens mutant with disrupted PpAOS1 and PpAOS2 genes after wounding,2020,International Journal of Molecular Sciences,,Article,10.3390/ijms21041417,9,178,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10789
T. Wallner,Inactivation of the conserved open reading frame ycf34 of Synechocystis sp. PCC 6803 interferes with the photosynthetic electron transport chain,2012,Biochimica et Biophysica Acta - Bioenergetics,https://api.elsevier.com/content/article/eid/1-s2.0-S0005272812001879,Article,10.1016/j.bbabio.2012.06.002,9,181,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10792
K. Burda,Mössbauer studies of Cu(II) ions interaction with the non-heme iron and cytochrome b<inf>559</inf> in a Chlamydomonas reinhardtii PSI minus mutant,2006,Acta Physica Polonica A,,Conference Paper,10.12693/APhysPolA.109.237,9,182,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10793
J. Kurreck,Highly purified D1/D2/cyt b559 preparations from spinach do not contain the non-heme iron center,1997,FEBS Letters,https://api.elsevier.com/content/article/eid/1-s2.0-S0014579397000719,Article,10.1016/S0014-5793(97)00071-9,9,183,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10794
I. Guarnetti Prandi,Structure of the stress-related LHCSR1 complex determined by an integrated computational strategy,2022,Communications Biology,,Article,10.1038/s42003-022-03083-8,8,184,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10795
P. Świsłowski,The application of active biomonitoring with the use of mosses to identify polycyclic aromatic hydrocarbons in an atmospheric aerosol,2021,Molecules,,Article,10.3390/molecules26237258,8,185,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem,pleurozium--carbon,pleurozium--carbon,pleurozium--chlorophyll,pleurozium--leafarea,pleurozium--light,pleurozium--photosynthesis,pleurozium--photosystem,pleurozium--reflectance,pleurozium--soil,pleurozium--chlorophyll,pleurozium--photosystem,sphagnum--chlorophyll,sphagnum--chlorophyll,sphagnum--photosystem",10796
A. Takahashi,Moss PPR-SMR protein PpPPR_64 influences the expression of a psaA-psaB-rps14 gene cluster and processing of the 23S–4.5S rRNA precursor in chloroplasts,2021,Plant Molecular Biology,,Article,10.1007/s11103-020-01090-z,8,188,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10799
U. Schreiber,Light-induced changes of far-red excited chlorophyll fluorescence: further evidence for variable fluorescence of photosystem I in vivo,2023,Photosynthesis Research,,Article,10.1007/s11120-022-00994-9,7,190,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10801
Y.C. Folgar-Cameán,Evaluation of photosynthetic processes in Antarctic mosses and lichens exposed to controlled rate cooling: Species-specific responses,2019,Czech Polar Reports,,Article,10.5817/CPR2019-1-10,7,193,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus,google,google,google","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem,non-vascular--photosynthesis,non-vascular--photosynthesis,non-vascular--quantumyield",10804
H. Xuey,Novel insights into the function of LHCSR3 in Chlamydomonas reinhardtii,2015,Plant Signaling and Behavior,,Article,10.1080/15592324.2015.1058462,7,194,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10805
A. Orzechowska,Coupling of collective motions of the protein matrix to vibrations of the non-heme iron in bacterial photosynthetic reaction centers,2010,Biochimica et Biophysica Acta - Bioenergetics,https://api.elsevier.com/content/article/eid/1-s2.0-S0005272810006419,Article,10.1016/j.bbabio.2010.06.012,7,195,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10806
B.K. Semin,pH dependence of the efficiency of binding of iron cations to the donor side of photosystem II,2004,Biochemistry (Moscow),,Article,10.1023/B:BIRY.0000022066.38297.8a,7,196,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10807
M. Iwai,Toward understanding the multiple spatiotemporal dynamics of chlorophyll fluorescence,2015,Plant Signaling and Behavior,,Article,10.1080/15592324.2015.1022014,6,198,2024-07-01 14:15:41,"scopus,scopus,scopus,scopus","moss*--photosystem,moss*--photosystem,moss*--photosystem,moss*--photosystem",10809
T. Zheng,Excitonic Dynamics in Janus MoSSe and WSSe Monolayers,2021,Nano Letters,,Article,10.1021/acs.nanolett.0c03412,97,4,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10815
L.D. Partain,"Degradation of a Cu<inf>x</inf>S/CdS solar cell in hot, moist air and recovery in hydrogen and air",1983,Journal of Applied Physics,,Article,10.1063/1.331858,83,6,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10817
A. Scheuber,Loss of AP-3 fuction affects spontaneous and evoked release at hippocampal mossy fiber synapses,2006,Proceedings of the National Academy of Sciences of the United States of America,,Article,10.1073/pnas.0603511103,82,7,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10818
P. Busch,On the energy-time uncertainty relation. Part I: Dynamical time and time indeterminacy,1990,Foundations of Physics,,Article,10.1007/BF00732932,70,10,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10821
S. Harder,Physical properties of superbulky lanthanide metallocenes: Synthesis and extraordinary luminescence of [Eu<sup>II</sup>(Cp<sup>BIG</sup>)<inf>2</inf>] (Cp<sup>BIG</sup>=(4-nBu-C<inf>6</inf>H<inf>4</inf>)<inf>5</inf>- cyclopentadienyl),2013,Chemistry - A European Journal,,Article,10.1002/chem.201302021,65,12,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10823
M.P. Singh,Development of iron-doped silicon nanoparticles as bimodal imaging agents,2012,ACS Nano,,Article,10.1021/nn301536n,63,13,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10824
J. Hockertz,(Photo)Ionization of Tris(phenolato)iron(III) Complexes: Generation of Phenoxyl Radical as Ligand,1993,Journal of the American Chemical Society,,Article,10.1021/ja00077a022,58,17,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10828
S. Pfendler,Biofilm biodiversity in French and Swiss show caves using the metabarcoding approach: First data,2018,Science of the Total Environment,https://api.elsevier.com/content/article/eid/1-s2.0-S0048969717327572,Article,10.1016/j.scitotenv.2017.10.054,53,20,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,google,google,google,google,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,syntrichia--carbon,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--quantumyield,syntrichia--respiration,syntrichia--light,syntrichia--quantumyield",10831
N. Soetan,Ultrafast Spectral Dynamics of CsPb(Br<inf>x</inf>Cl<inf>1- x</inf>)<inf>3</inf> Mixed-Halide Nanocrystals,2018,ACS Photonics,,Article,10.1021/acsphotonics.8b00413,46,21,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10832
B.M. Leu,Quantitative vibrational dynamics of iron in carbonyl porphyrins,2007,Biophysical Journal,https://api.elsevier.com/content/article/eid/1-s2.0-S0006349507711785,Article,10.1529/biophysj.106.093773,42,22,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10833
H. Masood,"<sup>1</sup>H, <sup>13</sup>C, <sup>119</sup>Sn NMR, mass, mössbauer and biological studies of Tri-,Di- and chlorodiorganotin(IV) carboxylates",2004,Turkish Journal of Chemistry,,Article,,32,27,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10838
M. Rai,JIP test for fast fluorescence transients as a rapid and sensitive technique in assessing the effectiveness of arbuscular mycorrhizal fungi in Zea mays: Analysis of chlorophyll a fluorescence,2008,Plant Biosystems,,Article,10.1080/11263500802150225,28,33,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10844
R. Zboril,One-step solid state synthesis of capped γ-Fe<inf>2</inf>O <inf>3</inf> nanocrystallites,2008,Nanotechnology,,Article,10.1088/0957-4484/19/9/095602,24,36,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10847
D.V. Deyneko,"Role of the Eu<sup>3+</sup>Distribution on the Properties of β-Ca<inf>3</inf>(PO<inf>4</inf>)<inf>2</inf>Phosphors: Structural, Luminescent, and <sup>151</sup>Eu Mössbauer Spectroscopy Study of Ca<inf>9.5-1.5 x</inf>MgEu<inf>x</inf>(PO<inf>4</inf>)<inf>7</inf>",2021,Inorganic Chemistry,,Article,10.1021/acs.inorgchem.0c03813,20,41,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10852
E. Fréchette,Will changes in root-zone temperature in boreal spring affect recovery of photosynthesis in Picea mariana and Populus tremuloides in a future climate?,2011,Tree Physiology,,Article,10.1093/treephys/tpr102,20,42,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,pleurozium--conductance,pleurozium--conductance,pleurozium--electrontransport,pleurozium--photosynthesis,pleurozium--photosystem,pleurozium--quantumyield,sphagnum--electrontransport,sphagnum--electrontransport,sphagnum--chlorophyll,sphagnum--electrontransport,sphagnum--photosynthesis,sphagnum--quantumyield",10853
P. Gütlich,Thermal and optical switching of bistable iron compounds and possible applications,1993,"Nuclear Inst. and Methods in Physics Research, B",https://api.elsevier.com/content/article/eid/1-s2.0-0168583X93952495,Article,10.1016/0168-583X(93)95249-5,19,44,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10855
O. Soriano-Romero,Cold bluish white and blue emissions in Cu<sup>+</sup>-doped zinc phosphate glasses,2020,Journal of Luminescence,https://api.elsevier.com/content/article/eid/1-s2.0-S0022231319306283,Article,10.1016/j.jlumin.2019.116791,18,46,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10857
O. Prakash,Photophysical Integrity of the Iron(III) Scorpionate Framework in Iron(III)-NHC Complexes with Long-Lived <sup>2</sup>LMCT Excited States,2022,Inorganic Chemistry,,Article,10.1021/acs.inorgchem.2c02410,15,51,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield",10862
R. Gerdol,Response to heat stress of populations of two Sphagnum species from alpine bogs at different altitudes,2011,Environmental and Experimental Botany,https://api.elsevier.com/content/article/eid/1-s2.0-S009884721100102X,Article,10.1016/j.envexpbot.2011.04.010,13,55,2024-07-01 13:31:02,"scopus,scopus,scopus,scopus,google,google,google,google,google,google,google,google,scopus,scopus,scopus","moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,moss*--quantumyield,peat--quantumyield,peat--quantumyield,sphagnum--height,sphagnum--height,sphagnum--light,sphagnum--photosynthesis,sphagnum--respiration,sphagum--distribution,sphagnum--chlorophyll,sphagnum--quantumyield,sphagnum--watercontent",10866
