"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"136","BG Kim, MH Yoon, J Kim, JH Oh","All-Natural Moss-Based Microstructural Composites in Deformable Form for Use as Graffiti and Artificial-Porous-Material Replacement",2022,"Materials","https://www.mdpi.com/1996-1944/15/24/9053","HTML","",1,136,"2024-07-01 13:42:22","google","moss*--absorption",136
"137","XP Wang, YX Pan, R Hu, YF Zhang…","Condensation of water vapour on moss-dominated biological soil crust, NW China",2014,"Journal of Earth System …","https://link.springer.com/article/10.1007/s12040-013-0397-5","HTML","10.1007/s12040-013-0397-5",26,137,"2024-07-01 13:42:22","google,google,google","moss*--absorption,moss*--soil,moss*--watercontent",137
"138","M Renaudin, S Leblond, C Meyer, C Rose, E Lequy","The coastal environment affects lead and sodium uptake by the moss Hypnum cupressiforme used as an air pollution biomonitor",2018,"Chemosphere","https://www.sciencedirect.com/science/article/pii/S0045653517318222","","",16,138,"2024-07-01 13:42:22","google","moss*--absorption",138
"139","SJ Lee, JH Park, YT Ahn, JW Chung","Comparison of heavy metal adsorption by peat moss and peat moss-derived biochar produced under different carbonization conditions",2015,"Water, Air, &Soil Pollution","https://link.springer.com/article/10.1007/s11270-014-2275-4","HTML","10.1007/s11270-014-2275-4",108,139,"2024-07-01 13:42:22","google","moss*--absorption",139
"140","WE Seel, NR Baker, JA Lee","Analysis of the decrease in photosynthesis on desiccation of mosses from xeric and hydric environments",1992,"Physiologia Plantarum","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-3054.1992.tb01343.x","","10.1111/j.1399-3054.1992.tb01343.x",77,140,"2024-07-01 13:42:22","google,google,google,google,google,scopus,scopus,scopus","moss*--absorption,moss*--electrontransport,moss*--photosynthesis,moss*--photosystem,moss*--watercontent,moss*--chlorophyll,moss*--electrontransport,moss*--watercontent",140
"141","SN Svitasheva, AM Gilinsky","Influence of doping level on shift of the absorption edge of gallium nitride films (Burstein-Moss effect)",2013,"Applied surface science","https://www.sciencedirect.com/science/article/pii/S0169433213004133","","",36,141,"2024-07-01 13:42:22","google","moss*--absorption",141
"142","FG Deiler","On the ecology of Spanish moss",1947,"Ecology","https://www.jstor.org/stable/1931233","","",4,142,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--watercontent",142
"143","SA Corbet, OB Lan","Moss on a Roof, and What Lives in it",1974,"Journal of Biological Education","https://www.tandfonline.com/doi/pdf/10.1080/00219266.1974.9653934","","10.1080/00219266.1974.9653934",10,143,"2024-07-01 13:42:22","google","moss*--absorption",143
"144","M Aceto, O Abollino, R Conca, M Malandrino…","The use of mosses as environmental metal pollution indicators",2003,"Chemosphere","https://www.sciencedirect.com/science/article/pii/S0045653502005337","","",143,144,"2024-07-01 13:42:22","google,scopus","moss*--absorption,moss*--phosphorus",144
"145","E Du, X Liu, J Fang","Effects of nitrogen additions on biomass, stoichiometry and nutrient pools of moss Rhytidium rugosum in a boreal forest in Northeast China",2014,"Environmental pollution","https://www.sciencedirect.com/science/article/pii/S0269749114000529","","",36,145,"2024-07-01 13:42:22","google,google,google,google","moss*--absorption,moss*--carbon,moss*--nitrogen,moss*--phosphorus",145
"146","L Barandovski, T Stafilov, R Sajn…","Air pollution study in Macedonia using a moss biomonitoring technique, ICP-AES and AAS",2013,"Macedonian Journal of …","http://www.mjcce.org.mk/index.php/MJCCE/article/view/137","","",60,146,"2024-07-01 13:42:22","google","moss*--absorption",146
"147","DW Larson","Differential wetting in some lichens and mosses: the role of morphology",1981,"Bryologist","https://www.jstor.org/stable/3242973","","",131,147,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--watercontent",147
"148","RJ Morton, JA McLaughlin","High-resolution observations of active region moss and its dynamics",2014,"The Astrophysical Journal","https://iopscience.iop.org/article/10.1088/0004-637X/789/2/105/meta","","10.1088/0004-637X/789/2/105",18,148,"2024-07-01 13:42:22","google","moss*--absorption",148
"149","WH Welch","Presidential address: Mosses and their uses",1948,"Proceedings of the Indiana Academy of …","https://journals.indianapolis.iu.edu/index.php/ias/article/download/5560/5479","PDF","",39,149,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--rhizoid",149
"150","PW Rundel, OL Lange","Water relations and photosynthetic response of a desert moss",1980,"Flora","https://www.sciencedirect.com/science/article/pii/S036725301731962X","","",66,150,"2024-07-01 13:42:22","google,google,google","moss*--absorption,moss*--photosynthesis,moss*--watercontent",150
"151","SQ Sun, DY Wang, M He, C Zhang","Monitoring of atmospheric heavy metal deposition in Chongqing, China—based on moss bag technique",2009,"Environmental monitoring and …","https://link.springer.com/article/10.1007/s10661-007-0133-1","","10.1007/s10661-007-0133-1",58,151,"2024-07-01 13:42:22","google","moss*--absorption",151
"152","K Suzuki, J Kubota, H Yabuki, T Ohata…","Moss beneath a leafless larch canopy: influence on water and energy balances in the southern mountainous taiga of eastern Siberia",2007,"Hydrological …","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.6709","","10.1002/hyp.6709",20,152,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--bulkdensity",152
"153","M Xie, X Wang, Q Zeng, J Shen, B Huang","Growth physiology and chlorophyll fluorescence analysis of two moss species under different LED Light qualities",2024,"Plant Physiology and …","https://www.sciencedirect.com/science/article/pii/S0981942824004455","","",0,153,"2024-07-01 13:42:22","google,google,google,google,google,google,google,scopus","moss*--absorption,moss*--chlorophyll,moss*--electrontransport,moss*--light,moss*--photosynthesis,moss*--photosystem,moss*--quantumyield,moss*--quantumyield",153
"154","S Nayaka, P Saxena","Physiological responses and ecological success of lichen Stereocaulon foliolosum and moss Racomitrium subsecundum growing in same habitat in Himalaya",2014,"Indian Journal of Fundamental and Applied …","https://www.academia.edu/download/63789816/2014_PHYSIOLOGICAL_HIMALAYA20200630-25871-cefw8b.pdf","PDF","",14,154,"2024-07-01 13:42:22","google,google,google,google,google,google,google","moss*--absorption,moss*--electrontransport,moss*--photosystem,moss*--quantumyield,moss*--reflectance,moss*--watercontent,moss*--waterpotential",154
"155","MC Davey, JC Ellis-Evans","The influence of water content on the light climate within Antarctic mosses characterized using an optical microprobe",1996,"Journal of Bryology","https://www.tandfonline.com/doi/abs/10.1179/jbr.1996.19.2.235","","10.1179/jbr.1996.19.2.235",25,155,"2024-07-01 13:42:22","google,google,google,google","moss*--absorption,moss*--light,moss*--photosynthetictissue,moss*--watercontent",155
"156","Z Malenovský, JD Turnbull, A Lucieer…","Antarctic moss stress assessment based on chlorophyll content and leaf density retrieved from imaging spectroscopy data",2015,"New …","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.13524","","10.1111/nph.13524",66,156,"2024-07-01 13:42:22","google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","moss*--absorption,moss*--chlorophyll,moss*--leafdensity,moss*--phenology,moss*--reflectance,moss*--scattering,moss*--watercontent,moss*--chlorophyll,moss*--leafdensity,moss*--reflectance,moss*--watercontent",156
"157","D Haig","Filial mistletoes: the functional morphology of moss sporophytes",2013,"Annals of botany","https://academic.oup.com/aob/article-abstract/111/3/337/146966","","",53,157,"2024-07-01 13:42:22","google","moss*--absorption",157
"158","GT Morgan, HW Moss","XXIV.—Researches on residual affinity and co-ordination. Part I. Metallic acetylacetones and their absorption spectra",1914,"Journal of the Chemical Society, Transactions","https://pubs.rsc.org/en/content/articlepdf/1914/ct/ct9140500189","PDF","",85,158,"2024-07-01 13:42:22","google","moss*--absorption",158
"159","LD Spiess, BB Lippincott, JA Lippincott","Facilitation of moss growth and development by bacteria",1984,"The Journal of the Hattori …","https://www.jstage.jst.go.jp/article/jhbl/55/0/55_67/_article/-char/ja/","","",16,159,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--nitrogenfixation",159
"160","JR Aboal, JA Fernández, T Boquete…","Is it possible to estimate atmospheric deposition of heavy metals by analysis of terrestrial mosses?",2010,"Science of the Total …","https://www.sciencedirect.com/science/article/pii/S0048969710009745","","",170,160,"2024-07-01 13:42:22","google,scopus","moss*--absorption,moss*--bulkdensity",160
"161","R Jia, X Li, L Liu, Y Pan, Y Gao, Y Wei","Effects of sand burial on dew deposition on moss soil crust in a revegetated area of the Tennger Desert, Northern China",2014,"Journal of Hydrology","https://www.sciencedirect.com/science/article/pii/S0022169414008269","","",57,161,"2024-07-01 13:42:22","google,google,google","moss*--absorption,moss*--height,moss*--soil",161
"162","C Wang, H Li, SA Neoh","Moss-indoor vertical greenery system design protocol: Using moss as an indoor vertical greenery system in the tropics",2019,"Indoor and Built Environment","https://journals.sagepub.com/doi/abs/10.1177/1420326X18798010","","10.1177/1420326X18798010",5,162,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--light",162
"163","EV Ermakova, MV Frontasyeva, E Steinnes","Air pollution studies in Central Russia (Tula Region) using the moss biomonitoring technique, INAA and AAS",2004,"Journal of Radioanalytical …","https://link.springer.com/article/10.1023/B:JRNC.0000015805.22707.a1","","10.1023/B:JRNC.0000015805.22707.a1",68,163,"2024-07-01 13:42:22","google","moss*--absorption",163
"164","NTM Sang, SA Nguyen","Comparison of moss bag and native moss technique in monitoring airborne particulate and toxic elements",2021,"Science and …","http://stdj.scienceandtechnology.com.vn/index.php/stdj/article/view/2531","HTML","",2,164,"2024-07-01 13:42:22","google","moss*--absorption",164
"165","WE Seel, GAF Hendry, JA Lee","The combined effects of desiccation and irradiance on mosses from xeric and hydric habitats",1992,"Journal of Experimental Botany","https://academic.oup.com/jxb/article-abstract/43/8/1023/548803","","",143,165,"2024-07-01 13:42:22","google,google,google,google,google,google,google,scopus,scopus,scopus","moss*--absorption,moss*--chlorophyll,moss*--electrontransport,moss*--light,moss*--photosynthesis,moss*--respiration,moss*--watercontent,moss*--chlorophyll,moss*--photosynthesis,moss*--respiration",165
"166","PC Onianwa","A comparative determination of heavy metals in moss tissue by atomic absorption spectroscopy, differential pulse anodic stripping voltammetry, direct current plasma …",1987,"International journal of environmental analytical …","https://www.tandfonline.com/doi/abs/10.1080/03067318708081865","","10.1080/03067318708081865",6,166,"2024-07-01 13:42:22","google","moss*--absorption",166
"167","Z Tuba, Z Csintalan, MCF Proctor","Photosynthetic responses of a moss, Tortula ruralis, ssp. ruralis, and the lichens Cladonia convoluta and C. furcata to water deficit and short periods of desiccation, and their …",1996,"New Phytologist","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/j.1469-8137.1996.tb01902.x","","10.1111/j.1469-8137.1996.tb01902.x",219,167,"2024-07-01 13:42:22","google,google,google,google,google,google,google,google","moss*--absorption,moss*--chlorophyll,moss*--photosynthesis,moss*--photosynthetictissue,moss*--photosystem,moss*--respiration,moss*--watercontent,moss*--waterpotential",167
"168","P Pakarinen, RJK Rinne","Growth rates and heavy metal concentrations of five moss species in paludified spruce forests",1979,"Lindbergia","https://www.jstor.org/stable/20149331","","",67,168,"2024-07-01 13:42:22","google","moss*--absorption",168
"169","WB Schofield","Ecological significance of morphological characters in the moss gametophyte",1981,"Bryologist","https://www.jstor.org/stable/3242819","","",122,169,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--rhizoid",169
"170","JW Robinson, CM Christian, JD Martinez…","Spanish moss as an indicator of lead in the atmosphere before the use of leaded gasoline",1973,"Environmental …","https://www.tandfonline.com/doi/pdf/10.1080/00139307309435485","","10.1080/00139307309435485",10,170,"2024-07-01 13:42:22","google","moss*--absorption",170
"171","M Kishino, M Takahashi, N Okami…","Estimation of the spectral absorption coefficients of phytoplankton in the sea",1985,"Bulletin of marine …","https://www.ingentaconnect.com/content/umrsmas/bullmar/1985/00000037/00000002/art00025","","",857,171,"2024-07-01 13:42:22","google","moss*--absorption",171
"172","D Mendil, M Tuzen, H Sari…","Trace metal levels in moss samples collected from the roadside in Tokat, Turkey.",2005,"Trace Elements & …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=09462104&AN=16279908&h=zPJGFrMbF0ETAiA9rxaWcO%2B89m6uqkCu8ug0N708D6mjnkqU16Y0CNnSJngI4QH7zeyUeO6WjIX6ja16tq5mbQ%3D%3D&crl=c","","",4,172,"2024-07-01 13:42:22","google","moss*--absorption",172
"173","L Barandovski, MV Frontasyeva, T Stafilov…","Multi-element atmospheric deposition in Macedonia studied by the moss biomonitoring technique",2015,"… Science and Pollution …","https://link.springer.com/article/10.1007/s11356-015-4787-x","HTML","10.1007/s11356-015-4787-x",75,173,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--distribution",173
"174","A Pérez-Llamazares, JR Aboal, A Carballeira…","Cellular location of K, Na, Cd and Zn in the moss Pseudoscleropodium purum in an extensive survey",2011,"Science of the total …","https://www.sciencedirect.com/science/article/pii/S0048969710013239","","",22,174,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--distribution",174
"175","HG Zechmeister, L Möslinger, A Korjenic, E Streit…","Viability of Living Moss for Indoor Green Walls: A Study on Temperature, Humidity, and Irrigation",2023,"Sustainability","https://www.mdpi.com/2071-1050/15/21/15625","HTML","",2,175,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--light",175
"176","A Bakatovich, F Gaspar","Composite material for thermal insulation based on moss raw material",2019,"Construction and Building Materials","https://www.sciencedirect.com/science/article/pii/S0950061819321178","","",59,176,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--bulkdensity",176
"177","A Kłos, E Gordzielik, MA Jóźwiak, M Rajfur","Sorption of cadmium and zinc in selected species of epigeic mosses",2014,"Bulletin of environmental …","https://link.springer.com/article/10.1007/s00128-014-1210-0","HTML","10.1007/s00128-014-1210-0",13,177,"2024-07-01 13:42:22","google","moss*--absorption",177
"178","M Vasconcelos, HMF Tavares","… pollution (Cr, Cu, Fe, Mn, Ni, Pb and Zn) in Oporto city derived from results for low-volume aerosol samplers and for the moss Sphagnum auriculatum bioindicator",1998,"Science of the total environment","https://www.sciencedirect.com/science/article/pii/S0048969797003227","","",108,178,"2024-07-01 13:42:22","google","moss*--absorption",178
"179","KSA Butcher, H Hirshy, RM Perks…","Stoichiometry effects and the Moss–Burstein effect for InN",2006,"… status solidi (a)","https://onlinelibrary.wiley.com/doi/abs/10.1002/pssa.200563504","","10.1002/pssa.200563504",45,179,"2024-07-01 13:42:22","google","moss*--absorption",179
"180","L Barandovski, MV Frontasyeva, T Stafilov…","Trends of atmospheric deposition of trace elements in Macedonia studied by the moss biomonitoring technique",2012,"… Science and Health …","https://www.tandfonline.com/doi/abs/10.1080/10934529.2012.695267","","10.1080/10934529.2012.695267",90,180,"2024-07-01 13:42:22","google","moss*--absorption",180
"181","H Park, S Launiainen, PY Konstantinov…","Modeling the effect of moss cover on soil temperature and carbon fluxes at a tundra site in northeastern Siberia",2018,"Journal of …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2018jg004491","","10.1029/2018jg004491",49,181,"2024-07-01 13:42:22","google,google,google,google,google,google,google,google,google,google,google","moss*--absorption,moss*--carbon,moss*--carboxylation,moss*--conductance,moss*--heatconduction,moss*--height,moss*--phenology,moss*--respiration,moss*--soil,moss*--watercontent,moss*--waterpotential",181
"182","YG Li, XB Zhou, YM Zhang","Moss patch size and microhabitats influence stoichiometry of moss crusts in a temperate desert, Central Asia",2019,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-019-04191-x","HTML","10.1007/s11104-019-04191-x",32,182,"2024-07-01 13:42:22","google,google,google,google,google,google,google,google","moss*--absorption,moss*--carbon,moss*--distribution,moss*--nitrogen,moss*--phosphorus,moss*--phosphorus,moss*--soil,moss*--watercontent",182
"183","U Heber, W Bilger, R Bligny, OL Lange","Phototolerance of lichens, mosses and higher plants in an alpine environment: analysis of photoreactions",2000,"Planta","https://link.springer.com/article/10.1007/s004250000356","","10.1007/s004250000356",87,183,"2024-07-01 13:42:22","google,google,google,google,google,google,google,scopus,scopus,scopus","moss*--absorption,moss*--chlorophyll,moss*--electrontransport,moss*--light,moss*--photosynthesis,moss*--photosystem,moss*--quantumyield,moss*--chlorophyll,moss*--electrontransport,moss*--photosystem",183
"184","C Gehrke","Impacts of enhanced ultraviolet‐B radiation on mosses in a subarctic heath ecosystem",1999,"Ecology","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/0012-9658(1999)080[1844:IOEUBR]2.0.CO;2","","10.1890/0012-9658(1999)080[1844:IOEUBR]2.0.CO;2",106,184,"2024-07-01 13:42:22","google,google,google,scopus,scopus","moss*--absorption,moss*--leafdensity,moss*--leafthickness,moss*--chlorophyll,moss*--leafdensity",184
"185","R Pouliot, M Marchand-Roy, L Rochefort, G Gauthier","Estimating moss growth in arctic conditions: a comparison of three methods",2010,"The Bryologist","https://bioone.org/journals/The-Bryologist/volume-113/issue-2/0007-2745-113.2.322/Estimating-moss-growth-in-arctic-conditions--a-comparison-of/10.1639/0007-2745-113.2.322.short","","10.1639/0007-2745-113.2.322.short",22,185,"2024-07-01 13:42:22","google","moss*--absorption",185
"186","B De Pontieu, TE Berger, CJ Schrijver…","Dynamics of transition region 'moss' at high time resolution",2000,"Physics of the Solar …","https://link.springer.com/chapter/10.1007/978-94-017-3429-5_26","","10.1007/978-94-017-3429-5_26",54,186,"2024-07-01 13:42:22","google,google,scopus","moss*--absorption,moss*--height,moss*--height",186
"187","O Skre, WC Oechel","Moss production in a black spruce Picea mariana forest with permafrost near Fairbanks, Alaska, as compared with two permafrost‐free stands",1979,"Ecography","https://nsojournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1600-0587.1979.tb01296.x","","10.1111/j.1600-0587.1979.tb01296.x",101,187,"2024-07-01 13:42:22","google,google,google,google,scopus","moss*--absorption,moss*--photosynthesis,moss*--respiration,moss*--watercontent,moss*--watercontent",187
"188","EF Kerrison, VA Moss, EM Sadler…","Tracing X‐ray and HI absorption in peaked spectrum sources",2021,"Astronomische …","https://onlinelibrary.wiley.com/doi/abs/10.1002/asna.20210095","","10.1002/asna.20210095",1,188,"2024-07-01 13:42:22","google","moss*--absorption",188
"189","HG Edelmann, C Neinhuis, M Jarvis, B Evans…","Ultrastructure and chemistry of the cell wall of the moss Rhacocarpus purpurascens (Rhacocarpaceae): a puzzling architecture among plants",1998,"Planta","https://link.springer.com/article/10.1007/s004250050406","","10.1007/s004250050406",51,189,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--conductance",189
"190","H Nguyen Viet, MV Frontasyeva, TM Trinh Thi…","Atmospheric heavy metal deposition in Northern Vietnam: Hanoi and Thainguyen case study using the moss biomonitoring technique, INAA and AAS",2010,"… Science and Pollution …","https://link.springer.com/article/10.1007/s11356-009-0258-6","HTML","10.1007/s11356-009-0258-6",53,190,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--scattering",190
"191","GF Moss, JT Ritchie","The absorption and clearance of disodium cromoglycate from the lung in rat, rabbit, and monkey",1970,"Toxicology and Applied Pharmacology","https://www.sciencedirect.com/science/article/pii/0041008X7090044X","","",59,191,"2024-07-01 13:42:22","google","moss*--absorption",191
"192","J Jauregui-Lazo, M Wilson, BD Mishler","The dynamics of external water conduction in the dryland moss Syntrichia",2023,"AoB Plants","https://academic.oup.com/aobpla/article-abstract/15/3/plad025/7175598","","",2,192,"2024-07-01 13:42:22","google,google","moss*--absorption,moss*--watercontent",192
"193","CE Martin, SP Churchill","Chlorophyll concentrations and a/b ratios in mosses collected from exposed and shaded habitats in Kansas",1982,"Journal of Bryology","https://www.tandfonline.com/doi/abs/10.1179/jbr.1982.12.2.297","","10.1179/jbr.1982.12.2.297",90,193,"2024-07-01 13:42:22","google,google,google","moss*--absorption,moss*--chlorophyll,moss*--light",193
"194","IMC Pata, SM Pata…","Passive biomonitoring of atmospheric pollution with heavy metals using native epigeic moss.",2009,"… & Management Journal …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=15829596&asa=Y&AN=45587362&h=hhnxCEnZoFC0SULf4jxsp%2FwZEpsTAVg2GBUYNWC2koApgMVq7GG24C0EPfh2JtmRJ01Qkgu8sRURYAnNR0kSmQ%3D%3D&crl=c","","",5,194,"2024-07-01 13:42:22","google","moss*--absorption",194
"195","S Ballance, KA Kristiansen, NT Skogaker, KE Tvedt…","The localisation of pectin in Sphagnum moss leaves and its role in preservation",2012,"Carbohydrate …","https://www.sciencedirect.com/science/article/pii/S0144861711008034","","",25,195,"2024-07-01 13:42:22","google","moss*--absorption",195
"196","T Stafilov, R Šajn, L Barandovski…","Moss biomonitoring of atmospheric deposition study of minor and trace elements in Macedonia",2018,"Air Quality, Atmosphere …","https://link.springer.com/article/10.1007/s11869-017-0529-1","HTML","10.1007/s11869-017-0529-1",54,196,"2024-07-01 13:42:22","google","moss*--absorption",196
"197","W Yuan, S Liu, W Dong, S Liang, S Zhao…","Differentiating moss from higher plants is critical in studying the carbon cycle of the boreal biome",2014,"Nature …","https://www.nature.com/articles/ncomms5270","HTML","",50,197,"2024-07-01 13:42:22","google,google,google,google,google","moss*--absorption,moss*--carbon,moss*--photosynthesis,moss*--reflectance,moss*--respiration",197
"198","L Barandovski, M Cekova, MV Frontasyeva…","Atmospheric deposition of trace element pollutants in Macedonia studied by the moss biomonitoring technique",2008,"Environmental …","https://link.springer.com/article/10.1007/s10661-007-9747-6","","10.1007/s10661-007-9747-6",155,198,"2024-07-01 13:42:22","google","moss*--absorption",198
"199","S Chaudhuri, M Roy","Global ambient air quality monitoring: Can mosses help? A systematic meta-analysis of literature about passive moss biomonitoring",2024,"Environment, Development and Sustainability","https://link.springer.com/article/10.1007/s10668-023-03043-0","HTML","10.1007/s10668-023-03043-0",13,199,"2024-07-01 13:42:22","google","moss*--absorption",199
"200","CE Lovelock, AE Jackson, DR Melick…","Reversible photoinhibition in Antarctic moss during freezing and thawing",1995,"Plant …","https://academic.oup.com/plphys/article-abstract/109/3/955/6069966","","",96,200,"2024-07-01 13:42:22","google,google,google,google,google,google,scopus,scopus","moss*--absorption,moss*--chlorophyll,moss*--electrontransport,moss*--light,moss*--photosystem,moss*--quantumyield,moss*--chlorophyll,moss*--photosystem",200
"201","EA Finne, JW Bjerke, R Erlandsson…","Variation in albedo and other vegetation characteristics in non-forested northern ecosystems: the role of lichens and mosses",2023,"Environmental …","https://iopscience.iop.org/article/10.1088/1748-9326/ace06d/meta","","10.1088/1748-9326/ace06d",3,2,"2024-07-03 09:12:31","google,scopus","moss*--albedo,moss*--albedo",202
"202","PC Stoy, LE Street, AV Johnson…","Temperature, heat flux, and reflectance of common subarctic mosses and lichens under field conditions: might changes to community composition impact climate …",2012,"Arctic, antarctic, and …","https://www.tandfonline.com/doi/abs/10.1657/1938-4246-44.4.500","","10.1657/1938-4246-44.4.500",63,3,"2024-07-03 09:12:31","google,google,google","moss*--albedo,moss*--conductance,moss*--reflectance",203
"203","WA Rutherford, TH Painter, S Ferrenberg, J Belnap…","Albedo feedbacks to future climate via climate change impacts on dryland biocrusts",2017,"Scientific Reports","https://www.nature.com/articles/srep44188","HTML","",117,4,"2024-07-03 09:12:31","google,scopus,scopus","moss*--albedo,moss*--albedo,moss*--reflectance",204
"204","EP Hamerlynck, Z Tuba, Z Csintalan, Z Nagy…","Diurnal variation in photochemical dynamics and surface reflectance of the desiccation-tolerant moss, Tortula ruralis",2000,"Plant Ecology","https://link.springer.com/article/10.1023/A:1026594623578","","10.1023/A:1026594623578",55,5,"2024-07-03 09:12:31","google,google,google,google,google,google,google,google,google,scopus,scopus","moss*--albedo,moss*--chlorophyll,moss*--conductance,moss*--light,moss*--photosynthesis,moss*--photosynthetictissue,moss*--photosystem,moss*--quantumyield,moss*--reflectance,moss*--albedo,moss*--quantumyield",205
"205","S Tsuyuzaki, K Kushida, Y Kodama","Recovery of surface albedo and plant cover after wildfire in a Picea mariana forest in interior Alaska",2009,"Climatic change","https://link.springer.com/article/10.1007/s10584-008-9505-y","","10.1007/s10584-008-9505-y",39,6,"2024-07-03 09:12:31","google,scopus","moss*--albedo,moss*--albedo",206
"206","I Solheim, O Engelsen, B Hosgood…","Measurement and modeling of the spectral and directional reflection properties of lichen and moss canopies",2000,"Remote sensing of …","https://www.sciencedirect.com/science/article/pii/S0034425799000930","","",53,7,"2024-07-03 09:12:31","google,google,google,scopus","moss*--albedo,moss*--reflectance,moss*--scattering,moss*--reflectance",207
"207","DE Petzold, AN Rencz","The albedo of selected subarctic surfaces",1975,"Arctic and Alpine Research","https://www.tandfonline.com/doi/abs/10.1080/00040851.1975.12003850","","10.1080/00040851.1975.12003850",54,8,"2024-07-03 09:12:31","google","moss*--albedo",208
"208","DE Petzold, AN Rencz","A micro-environmental study of albedo in the eastern sub-arctic",1975,"Climatological Bulletin","http://cmosarchives.ca/CB/cb18.pdf#page=30","PDF","",1,9,"2024-07-03 09:12:31","google","moss*--albedo",209
"209","D Blok, M Heijmans, G Schaepman-Strub…","The cooling capacity of mosses: controls on water and energy fluxes in a Siberian tundra site",2011,"Ecosystems","https://link.springer.com/article/10.1007/s10021-011-9463-5","HTML","10.1007/s10021-011-9463-5",164,10,"2024-07-03 09:12:31","google,google,google,google,scopus","moss*--albedo,moss*--carbon,moss*--height,moss*--watercontent,moss*--communitycomposition",210
"210","S Li, F Sun, S Chamizo, B Xiao","Towards moss-dominated biocrust effects on soil temperature across seasons in drylands: Insight from continuous measurements of soil thermal properties and solar …",2022,"Geoderma","https://www.sciencedirect.com/science/article/pii/S001670612200218X","","",9,11,"2024-07-03 09:12:31","google,google,google,google,google,scopus,scopus","moss*--albedo,moss*--bulkdensity,moss*--heatconduction,moss*--reflectance,moss*--soil,moss*--albedo,moss*--bulkdensity",211
"211","ER Berglund, AC Mace Jr","Seasonal albedo variation of black spruce and sphagnum-sedge bog cover types",1972,"Journal of Applied Meteorology …","https://journals.ametsoc.org/view/journals/apme/11/5/1520-0450_1972_011_0806_savobs_2_0_co_2.xml","","",43,12,"2024-07-03 09:12:31","google","moss*--albedo",212
"212","DK Thompson, AS Baisley…","Seasonal variation in albedo and radiation exchange between a burned and unburned forested peatland: implications for peatland evaporation",2015,"Hydrological …","https://onlinelibrary.wiley.com/doi/abs/10.1002/hyp.10436","","10.1002/hyp.10436",28,13,"2024-07-03 09:12:31","google","moss*--albedo",213
"213","A Morrison","RELATION BETWEEN ALBEDO AND AIR PHOTOGRAPHIC TONE IN CANADIAN SUB‐ARCTIC REGIONS",1964,"Canadian Geographer/Le Géographe canadien","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1541-0064.1964.tb00585.x","","10.1111/j.1541-0064.1964.tb00585.x",5,14,"2024-07-03 09:12:31","google","moss*--albedo",214
"214","MMPD Heijmans, WJ Arp…","Controls on moss evaporation in a boreal black spruce forest",2004,"Global Biogeochemical …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2003GB002128","","10.1029/2003GB002128",82,15,"2024-07-03 09:12:31","google,google,google,google,google","moss*--albedo,moss*--bulkdensity,moss*--carbon,moss*--height,moss*--watercontent",215
"215","CG Bueno, SN Williamson, IC Barrio, A Helgadottir…","Moss mediates the influence of shrub species on soil properties and processes in alpine tundra",2016,"PloS one","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0164143","HTML","",16,16,"2024-07-03 09:12:31","google,google,google,google","moss*--albedo,moss*--height,moss*--respiration,moss*--soil",216
"216","J Beringer, AH Lynch, FS Chapin, M Mack…","The representation of arctic soils in the land surface model: the importance of mosses",2001,"Journal of …","https://journals.ametsoc.org/view/journals/clim/14/15/1520-0442_2001_014_3324_troasi_2.0.co_2.xml?tab_body=pdf","HTML","",281,17,"2024-07-03 09:12:31","google,google,google,google,scopus,scopus","moss*--albedo,moss*--reflectance,moss*--soil,moss*--watercontent,moss*--distribution,moss*--soil",217
