"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"1005","QL Dang, VJ Lieffers, RL Rothwell, SE Macdonald","Diurnal variation and interrelations of ecophysiological parameters in three peatland woody species under different weather and soil moisture conditions",1991,"Oecologia","https://link.springer.com/article/10.1007/BF00317573","","10.1007/BF00317573",50,140,"2024-07-22 11:25:59","google,google,google,google,google,scopus,scopus,scopus","peat--carboxylation,peat--carboxylation,peat--conductance,peat--photosynthesis,peat--waterpotential,peat--conductance,peat--photosynthesis,peat--waterpotential",151070
"1006","MD Landgraf, SC da Silva, MOO Rezende","Mechanism of metribuzin herbicide sorption by humic acid samples from peat and vermicompost",1998,"Analytica Chimica Acta","https://www.sciencedirect.com/science/article/pii/S000326709800049X","","",101,141,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151071
"1007","X Sun, W Xiang, L He, Y Zhao","Impacts of hydrological conditions on enzyme activities and phenolic concentrations in peatland soil: An experimental simulation",2010,"Frontiers of Earth Science in China","https://link.springer.com/article/10.1007/s11707-010-0140-3","","10.1007/s11707-010-0140-3",19,142,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151072
"1008","Y Wu, C Blodau, TR Moore, J Bubier, S Juutinen…","Effects of experimental nitrogen deposition on peatland carbon pools and fluxes: a modelling analysis",2015,"…","https://bg.copernicus.org/articles/12/79/2015/","","",21,143,"2024-07-22 11:25:59","google,google,google,google,google,google,google","peat--carboxylation,peat--carboxylation,peat--nitrogen,peat--nutrientresorption,peat--nutrientresorption,peat--photosynthesis,peat--rubisco",151073
"1009","J Krumins, M Klavins…","Characterisation of humic acids in fen peat",2020,"International Journal of …","https://www.inderscienceonline.com/doi/abs/10.1504/IJARGE.2020.107066","","10.1504/IJARGE.2020.107066",6,144,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151074
"1010","M Izquierdo, P Marzal, C Gabaldón…","Study of the Interaction Mechanism in the Biosorption of Copper(II) Ions onto Posidonia oceanica and Peat",2012,"Clean–Soil, Air …","https://onlinelibrary.wiley.com/doi/abs/10.1002/clen.201100303","","10.1002/clen.201100303",40,146,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151076
"1011","AC Groenhof, N Smirnoff, JA Bryant","The appearance of a new molecular species of phosphoenolpyruvate carboxylase (PEPC) and the rapid induction of CAM in Sedum telephium L.",1990,"Plant, Cell &Environment","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3040.1990.tb01320.x","","10.1111/j.1365-3040.1990.tb01320.x",21,147,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151077
"1012","H Toberman, R Laiho, CD Evans…","Long‐term drainage for forestry inhibits extracellular phenol oxidase activity in Finnish boreal mire peat",2010,"European Journal of …","https://bsssjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2389.2010.01292.x?casa_token=NGuID1NbgokAAAAA:7QS4tiZkgF3H0mdsAaTu5x4Ati3aYbnN7ToY8cN3qnQlPkAVWIQZuxhjDgNOTnYaPormjy6X6gxclBjM","","10.1111/j.1365-2389.2010.01292.x",61,148,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151078
"1013","J Lloyd, JP Syvertsen, PE Kriedemann…","Low conductances for CO2 diffusion from stomata to the sites of carboxylation in leaves of woody species",1992,"Plant, Cell & …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-3040.1992.tb01021.x","","10.1111/j.1365-3040.1992.tb01021.x",378,149,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151079
"1014","S Begmatov, AV Beletsky, SN Dedysh…","Genome analysis of the candidate phylum MBNT15 bacterium from a boreal peatland predicted its respiratory versatility and dissimilatory iron metabolism",2022,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2022.951761/full","HTML","10.3389/fmicb.2022.951761",15,150,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--electrontransport",151080
"1015","R Rinnan, S Saarnio, JK Haapala, SK Mörsky…","Boreal peatland ecosystems under enhanced UV-B radiation and elevated tropospheric ozone concentration",2013,"… and experimental botany","https://www.sciencedirect.com/science/article/pii/S0098847212002067","","",18,151,"2024-07-22 11:25:59","google,google,google,scopus","peat--carboxylation,peat--carboxylation,peat--leafdensity,peat--photosynthesis",151081
"1016","AM Borland, H Griffiths","Properties of Phosphoenolpyruvate Carboxylase and Carbohydrate Accumulation in the C3-CAM Intermediate Sedum telephium L. Grown Under Different Light and …",1992,"Journal of Experimental Botany","https://academic.oup.com/jxb/article-abstract/43/3/353/526974","","",20,152,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151082
"1017","PA Brown, SA Gill, SJ Allen","Metal removal from wastewater using peat",2000,"Water research","https://www.sciencedirect.com/science/article/pii/S0043135400001524","","",988,153,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151083
"1018","ACI Tang, L Melling, PC Stoy, KK Musin…","A Bornean peat swamp forest is a net source of carbon dioxide to the atmosphere",2020,"Global change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.15332","","10.1111/gcb.15332",11,154,"2024-07-22 11:25:59","google,google,google,google","peat--carboxylation,peat--carboxylation,peat--conductance,peat--photosynthesis",151084
"1019","L Heffernan, C Estop‐Aragonés…","Long‐term impacts of permafrost thaw on carbon storage in peatlands: Deep losses offset by surficial accumulation",2020,"Journal of …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2019JG005501","","10.1029/2019JG005501",48,155,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151085
"1020","MA Porter, B Grodzinski","Acclimation to High CO2 in Bean Carbonic Anhydrase and Ribulose Bisphosphate Carboxylase",1984,"Plant Physiology","https://academic.oup.com/plphys/article-abstract/74/2/413/6079291","","",181,156,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--photosynthetictissue",151086
"1021","Y Song, L Sun, C Song, M Li, Z Liu, M Zhu…","Responses of soil microbes and enzymes to long-term warming incubation in different depths of permafrost peatland soil",2023,"Science of the Total …","https://www.sciencedirect.com/science/article/pii/S0048969723043565","","",5,157,"2024-07-22 11:25:59","google,google,google,scopus","peat--carboxylation,peat--carboxylation,peat--rubisco,peat--rubisco",151087
"1022","Y Kalmykova, S Rauch, AM Strömvall…","Colloid‐Facilitated Metal Transport in Peat Filters",2010,"Water environment …","https://onlinelibrary.wiley.com/doi/abs/10.2175/106143009X12529484815430","","10.2175/106143009X12529484815430",30,158,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151088
"1023","JP Nieveen, AFG Jacobs","Behaviour of carbon dioxide and water vapour flux densities from a disturbed raised peat bog",2002,"… Journal of Climatology: A Journal of the …","https://core.ac.uk/download/pdf/29295611.pdf","PDF","",10,159,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--leafarea",151089
"1024","J Wu, NT Roulet, M Nilsson, P Lafleur…","Simulating the carbon cycling of northern peatlands using a land surface scheme coupled to a wetland carbon model (CLASS3W-MWM)",2012,"Atmosphere …","https://www.tandfonline.com/doi/abs/10.1080/07055900.2012.730980","","10.1080/07055900.2012.730980",29,160,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--rubisco",151090
"1025","P Vinkler, B Lakatos, J Meisel","Infrared spectroscopic investigations of humic substances and their metal complexes",1976,"Geoderma","https://www.sciencedirect.com/science/article/pii/001670617690077X","","",112,161,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151091
"1026","MO Jędrysek, G Skrzypek","Hydrogen, carbon and sulphur isotope ratios in peat: the role of diagenessis and water regimes in reconstruction of past climates",2005,"Environmental Chemistry Letters","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10311-004-0093-4&casa_token=iuF0aTv1zrYAAAAA:Zvn9PlhefWmcl5jG3VbOpJyKGh3yHq1_AxiQBQ_VkP9Tha3iLNytOjk3omH-smmGtdVXLvRjD4RwzKGBLw","HTML","10.1007/s10311-004-0093-4",44,162,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151092
"1027","NSFGN GB","Comparative effects of host-specific toxins and Helminthosporium infections on respiration and carboxylation by host tissue",1970,"","https://www.apsnet.org/publications/phytopathology/backissues/Documents/1970Articles/Phyto60n09_1391.pdf","PDF","",20,163,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151093
"1028","DG Smith, JW Lorimer","AN EXAMINATION OF THE HUMIC ACIDS OF SPHAGNUM PEAT",1964,"Canadian Journal of Soil Science","https://cdnsciencepub.com/doi/abs/10.4141/cjss64-011","","10.4141/cjss64-011",14,164,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151094
"1029","CA Rhoads, PC Painter, PH Given","FTIR studies of the contributions of plant polymers to coal formation",1987,"International journal of coal geology","https://www.sciencedirect.com/science/article/pii/0166516287900231","","",13,165,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151095
"1030","V Fontaine, J Pelloux, M Podor, D Afif…","… fixation in Pinus halepensis submitted to ozone. Opposite response of ribulose‐1,5‐bisphosphate carboxylase/oxygenase and phosphoenolpyruvate carboxylase",1999,"Physiologia …","https://onlinelibrary.wiley.com/doi/abs/10.1034/j.1399-3054.1999.105201.x?casa_token=efI6rT14bMIAAAAA:GyLMVhKpraR7Dj0UiWtCAebECQl2kCKkH06JRouZmVXZC2i_kn9e3DfYPGUrJGS4Gh1dP_LbDCnWfRWU","","10.1034/j.1399-3054.1999.105201.x",59,166,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151096
"1031","K Krysanova, A Krylova, M Kulikova, A Kulikov…","Biochar characteristics produced via hydrothermal carbonization and torrefaction of peat and sawdust",2022,"Fuel","https://www.sciencedirect.com/science/article/pii/S0016236122020580","","",48,167,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151097
"1032","CB Dissanayake, SVR Weerasooriya","Peat as a metal‐trapping material in the purification of industrial effluents",1981,"International Journal of …","https://www.tandfonline.com/doi/abs/10.1080/00207238108709912","","10.1080/00207238108709912",54,168,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151098
"1033","R Bonnett, RPC Cousins","On the metal content and metal ion uptake of botanically specific peats and the derived humic acids",1987,"Organic geochemistry","https://www.sciencedirect.com/science/article/pii/0146638087900052","","",22,169,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151099
"1034","C Qiu, D Zhu, P Ciais, B Guenet, S Peng…","Modelling northern peatland area and carbon dynamics since the Holocene with the ORCHIDEE-PEAT land surface model (SVN r5488)",2019,"Geoscientific Model …","https://gmd.copernicus.org/articles/12/2961/2019/gmd-12-2961-2019.html","HTML","",32,170,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--electrontransport",151100
"1035","CM Dieleman, BA Branfireun, JW McLaughlin, Z Lindo","Enhanced carbon release under future climate conditions in a peatland mesocosm experiment: the role of phenolic compounds",2016,"Plant and Soil","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11104-015-2713-0&casa_token=PPuG_weXFXEAAAAA:1COWuM5o_jCI5Y8Qq9BX-Wbfg4S7SbPlwZw7XhIvrj3gROSrz1pkq1xspEAfwYZvodky_MoBWol6b_sJoA","HTML","10.1007/s11104-015-2713-0",36,171,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151101
"1036","T Hájek","Physiological ecology of peatland bryophytes",2013,"Photosynthesis in bryophytes and early land plants","https://link.springer.com/chapter/10.1007/978-94-007-6988-5_13","","10.1007/978-94-007-6988-5_13",44,172,"2024-07-22 11:25:59","google,google,google,google,google,google,google,google,google,google","peat--carboxylation,peat--carboxylation,peat--chlorophyll,peat--electrontransport,peat--light,peat--photosynthesis,peat--photosynthetictissue,peat--photosystem,peat--quantumyield,peat--rubisco",151102
"1037","J Newman, TS Peat, R Richard, L Kan…","Haloalkane Dehalogenases:  Structure of a Rhodococcus Enzyme,",1999,"Biochemistry","https://pubs.acs.org/doi/abs/10.1021/bi9913855?casa_token=hKKZvQ1x4OMAAAAA:-LtppQxlOl2eXOFQBWVkesKfvybLw_wSQTCfSbp5nr4pwRrUThO6KqwLhcHAh2-VOx1ip6b1BNnECLg5","","10.1021/bi9913855",269,173,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151103
"1038","PR McClure, GT Coker III, KR Schubert","Carbon Dioxide Fixation in Roots and Nodules of Alnus glutinosa I. Role of Phosphoenolpyruvate Carboxylase and Carbamyl Phosphate Synthetase in Dark CO2 Fixation …",1983,"Plant physiology","https://academic.oup.com/plphys/article-abstract/71/3/652/6079009","","",36,175,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151105
"1039","ND Butz, TD Sharkey","Activity ratios of ribulose-1, 5-bisphosphate carboxylase accurately reflect carbamylation ratios",1989,"Plant Physiology","https://academic.oup.com/plphys/article-abstract/89/3/735/6083428","","",126,176,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151106
"1040","J Loisel, M Garneau, JF Hélie","Modern Sphagnumδ13C signatures follow a surface moisture gradient in two boreal peat bogs, James Bay lowlands, Québec",2009,"Journal of Quaternary Science …","https://onlinelibrary.wiley.com/doi/abs/10.1002/jqs.1221","","10.1002/jqs.1221",78,177,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--rubisco",151107
"1041","K YrjäIä, G Mancano, C ForteIius…","The incidence of Burkholderia in epiphytic and endophytic bacterial cenoses in hybrid aspen grown on sandy peat.",2010,"Boreal environment …","https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=12396095&AN=49757164&h=cHcQl9F5CVG8WPzV86wTCwWFMWeaHL0DN0WCjpEV56IZyxr5qKdMmgOCVUkIfQChjrjBpbvam6ToXthBMHnphw%3D%3D&crl=c","","",37,178,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151108
"1042","L Aristilde, G Sposito","Complexes of the antimicrobial ciprofloxacin with soil, peat, and aquatic humic substances",2013,"Environmental toxicology and chemistry","https://setac.onlinelibrary.wiley.com/doi/abs/10.1002/etc.2214","","10.1002/etc.2214",89,179,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151109
"1043","G Skrzypek, A Baranowska-Kącka…","Analogous trends in pollen percentages and carbon stable isotope composition of Holocene peat—possible interpretation for palaeoclimate studies",2009,"Review of Palaeobotany …","https://www.sciencedirect.com/science/article/pii/S0034666709000852","","",29,180,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--rubisco",151110
"1044","GF Lebedeva, TY Yarkova, VV Platonov…","Chemical modification of peat humic acids to increase their bioactivity",2005,"Russian journal of …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11167-005-0515-5&casa_token=ME061QXyyRUAAAAA:7jlvIZ2RGAgWmmdZpv41eKcDWxVaqW8iQmNdRNPsxXPiA9wdHFjKLSFyqKCDTTN_RnrqWWNADsiHLXoxrw","","10.1007/s11167-005-0515-5",4,181,"2024-07-22 11:25:59","google,google,scopus","peat--carboxylation,peat--carboxylation,peat--carboxylation",151111
"1045","LR Prelle, A Graiff, S Gründling-Pfaff…","… respiration of Baltic Sea benthic diatoms to changing environmental conditions and growth responses of selected species as affected by an adjacent peatland …",2019,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01500/full","HTML","10.3389/fmicb.2019.01500",28,182,"2024-07-22 11:25:59","google,google,google,google,google,google","peat--carboxylation,peat--carboxylation,peat--chlorophyll,peat--photosystem,peat--respiration,peat--rubisco",151112
"1046","E Salmon, F Jégou, B Guenet…","Assessing methane emissions for northern peatlands in ORCHIDEE-PEAT revision 7020",2022,"Geoscientific Model …","https://gmd.copernicus.org/articles/15/2813/2022/gmd-15-2813-2022.html","HTML","",13,183,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151113
"1047","WD Guo, YP Guo, JR Liu, N Mattson","Midday depression of photosynthesis is related with carboxylation efficiency decrease and D1 degradation in bayberry (Myrica rubra) plants",2009,"Scientia Horticulturae","https://www.sciencedirect.com/science/article/pii/S0304423809003628","","",33,184,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151114
"1048","E Husen, AT Wahyudi, A Suwanto…","… use of 1-aminocyclopropane-1-carboxylate deaminase-producing bacteria for plant growth promotion and defense against biotic and abiotic stresses in peat-soil …",2008,"Microbiology …","https://jurnal.permi.or.id/index.php/mionline/article/view/71","","",4,185,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151115
"1049","WJ Choi, SX Chang, JS Bhatti","Drainage affects tree growth and C and N dynamics in a minerotrophic peatland",2007,"Ecology","https://esajournals.onlinelibrary.wiley.com/doi/abs/10.1890/0012-9658(2007)88[443:DATGAC]2.0.CO;2?casa_token=jl0knlcdKGoAAAAA:qfJLsB2tuNl42p9h-y31IlpNI5kqgKxU0BYDGTeZ7K-cwTPoLWpJc2HsvLfg5zUTg3D5ztxm823fDfIc","","10.1890/0012-9658(2007)88[443:DATGAC]2.0.CO;2",70,186,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--conductance",151116
"1050","NA Manucharova, NA Ksenofontova, AA Belov…","Prokaryotic component of oil-contaminated oligotrophic peat soil under different levels of mineral nutrition: biomass, diversity, and activity",2021,"Eurasian Soil …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1134/s1064229321010105&casa_token=PkQxb3J0Re0AAAAA:HBtvsG6_ipsEqGQEoZI2SPiD36xyIAb4zdzAJcn4aP7wncR9ELlv_LkRFPUl5ezeQc-9LiTxTIuA72wjvA","HTML","10.1134/s1064229321010105",12,187,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151117
"1051","M Qadafi, S Notodarmojo, Y Zevi","Effects of microbubble pre-ozonation time and pH on trihalomethanes and haloacetic acids formation in pilot-scale tropical peat water treatments for drinking water …",2020,"Science of the total environment","https://www.sciencedirect.com/science/article/pii/S0048969720350695","","",23,188,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151118
"1052","L Hale, M Luth, D Crowley","Biochar characteristics relate to its utility as an alternative soil inoculum carrier to peat and vermiculite",2015,"Soil Biology and Biochemistry","https://www.sciencedirect.com/science/article/pii/S003807171400409X","","",175,189,"2024-07-22 11:25:59","google,google,scopus","peat--carboxylation,peat--carboxylation,peat--nitrogen",151119
"1053","JA Raven, AM Johnston","Inorganic carbon supply to algae submerged in acid wetland pools: analysis using the natural abundance of carbon isotopes",1992,"Botanical Journal of Scotland","https://www.tandfonline.com/doi/abs/10.1080/03746600508684792","","10.1080/03746600508684792",4,190,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151120
"1054","C Gao, J Cong, Y Sun, D Han…","Variability in pyrogenic carbon properties generated by different burning temperatures and peatland plant litters: implication for identifying fire intensity and fuel types",2022,"International Journal of …","https://www.publish.csiro.au/wf/WF21053","","",11,191,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151121
"1055","EV Doroshenko, ES Boulygina, EM Spiridonova…","Isolation and characterization of nitrogen-fixing bacteria of the genus Azospirillum from the soil of a Sphagnum peat bog",2007,"Microbiology","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1134/S0026261707010134&casa_token=ZcX7u4OPQ-0AAAAA:Uvx0BlXbBiu44qn8pXZm4Lq0L1VnkR608pSTJGMgAm6HHEOuLIMhordp39W5xrGgRJNwcgKZNMpCDH3_kQ","","10.1134/S0026261707010134",39,192,"2024-07-22 11:25:59","google,google,google,google,scopus","peat--carboxylation,peat--carboxylation,peat--nitrogenfixation,peat--rubisco,peat--nitrogenfixation",151122
"1056","R Kettunen, S Saarnio, P Martikainen…","Elevated CO2 concentration and nitrogen fertilisation effects on N2O and CH4 fluxes and biomass production of Phleum pratense on farmed peat soil",2005,"Soil Biology and …","https://www.sciencedirect.com/science/article/pii/S0038071704003827","","",54,193,"2024-07-22 11:25:59","google,google,google,google","peat--carboxylation,peat--carboxylation,peat--nitrogen,peat--rubisco",151123
"1057","S da CA Cerqueira, LPC Romão, SCO Lucas, LE Fraga…","Spectroscopic characterization of the reduction and removal of chromium (VI) by tropical peat and humin",2012,"Fuel","https://www.sciencedirect.com/science/article/pii/S0016236111003413","","",30,194,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151124
"1058","AU Baes, PR Bloom","Exchange of alkaline earth cations in soil organic matter",1988,"Soil Science","https://journals.lww.com/soilsci/abstract/1988/07000/EXCHANGE_OF_ALKALINE_EARTH_CATIONS_IN_SOIL_ORGANIC.2.aspx","","",53,195,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151125
"1059","O Hostrup, G Wiegleb","The influence of different CO2 concentrations in the light and the dark on diurnal malate rhythm and phosphoenolpyruvate carboxylase activities in leaves of Littorella …",1991,"Aquatic Botany","https://www.sciencedirect.com/science/article/pii/030437709190076H","","",16,196,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151126
"1060","S Grzegorz, JM ORION","CARBON ISOTOPIC CALIBRATION OF PEAT− FORMING PLANTS (SPHAGNUM SP., POLYTRICHUM SP.) AND PEAT WITH RESPECT TO AIR− HUMIDITY …",2004,"Opera Corcontica","http://www.tkv.cz/pdf/periodika/operacorcontica/41_2004/185-193.pdf","PDF","",0,197,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151127
"1061","D Payandi-Rolland, LS Shirokova, F Labonne…","Impact of freeze-thaw cycles on organic carbon and metals in waters of permafrost peatlands",2021,"Chemosphere","https://www.sciencedirect.com/science/article/pii/S0045653521009814","","",19,198,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151128
"1062","C Voigt, M Dubbert, S Launiainen, P Porada…","Impact of vegetation composition and seasonality on sensitivity of modelled CO2 exchange in temperate raised bogs",2024,"Scientific Reports","https://www.nature.com/articles/s41598-024-61229-6","HTML","",0,199,"2024-07-22 11:25:59","google,google,google","peat--carboxylation,peat--carboxylation,peat--rubisco",151129
"1063","DJ Pilbeam, I Cakmak, H Marschner…","Effect of withdrawal of phosphorus on nitrate assimilation and PEP carboxylase activity in tomato",1993,"Optimization of Plant …","https://link.springer.com/chapter/10.1007/978-94-017-2496-8_86","","10.1007/978-94-017-2496-8_86",98,200,"2024-07-22 11:25:59","google,google","peat--carboxylation,peat--carboxylation",151130
"1064","A Rastogi, M Antala, M Gąbka, S Rosadziński…","Impact of warming and reduced precipitation on morphology and chlorophyll concentration in peat mosses (Sphagnum angustifolium and S. fallax)",2020,"Scientific reports","https://www.nature.com/articles/s41598-020-65032-x","HTML","",25,1,"2024-07-23 08:52:04","google,google,google,google,scopus","peat--chlorophyll,peat--chlorophyll,peat--conductance,peat--photosynthesis,peat--chlorophyll",151131
"1065","A Harris, J Dash","A new approach for estimating northern peatland gross primary productivity using a satellite‐sensor‐derived chlorophyll index",2011,"Journal of Geophysical Research …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2011JG001662","","10.1029/2011JG001662",32,2,"2024-07-23 08:52:04","google,google,google,google,google","peat--chlorophyll,peat--chlorophyll,peat--light,peat--photosynthesis,peat--reflectance",151132
"1066","A Jama-Rodzeńska, P Chohura, B Gałka…","Effect of Different Doses of Phosgreen Fertilization on Chlorophyll, K, and Ca Content in Butterhead Lettuce (Lactuca sativa L.) Grown in Peat Substrate",2022,"Agriculture","https://www.mdpi.com/2077-0472/12/6/788","HTML","",9,3,"2024-07-23 08:52:04","google,google,google","peat--chlorophyll,peat--chlorophyll,peat--photosystem",151133
"1067","A Hyyryläinen, P Rautio, M Turunen, S Huttunen","… and inter-annual variation in the chlorophyll content of three co-existing Sphagnum species exceeds the effect of solar UV reduction in a subarctic peatland",2015,"SpringerPlus","https://link.springer.com/article/10.1186/s40064-015-1253-7","HTML","10.1186/s40064-015-1253-7",20,4,"2024-07-23 08:52:04","google,google,google","peat--chlorophyll,peat--chlorophyll,peat--quantumyield",151134
"1068","M Kalacska, M Lalonde, TR Moore","Estimation of foliar chlorophyll and nitrogen content in an ombrotrophic bog from hyperspectral data: Scaling from leaf to image",2015,"Remote Sensing of Environment","https://www.sciencedirect.com/science/article/pii/S0034425715301000","","",120,5,"2024-07-23 08:52:04","google,google,google","peat--chlorophyll,peat--chlorophyll,peat--reflectance",151135
"1069","KE Van Gaalen, LB Flanagan, DR Peddle","Photosynthesis, chlorophyll fluorescence and spectral reflectance in Sphagnum moss at varying water contents",2007,"Oecologia","https://link.springer.com/article/10.1007/s00442-007-0718-y","","10.1007/s00442-007-0718-y",117,6,"2024-07-23 08:52:04","google,google,google,google,google,google,google","peat--chlorophyll,peat--chlorophyll,peat--photosynthesis,peat--photosynthetictissue,peat--photosystem,peat--reflectance,peat--rubisco",151136
"1070","GJ Bu, XS He, LI Ting-Ting, ZX Wang","Insight into indicators related to the humification and distribution of humic substances in Sphagnum and peat at different depths in the Qi Zimei Mountains",2019,"Ecological Indicators","https://www.sciencedirect.com/science/article/pii/S1470160X1830894X","","",8,7,"2024-07-23 08:52:04","google,google","peat--chlorophyll,peat--chlorophyll",151137
"1071","A Rastogi, M Stróżecki, HM Kalaji, D Łuców…","Impact of warming and reduced precipitation on photosynthetic and remote sensing properties of peatland vegetation",2019,"Environmental and …","https://www.sciencedirect.com/science/article/pii/S0098847218316149","","",47,8,"2024-07-23 08:52:04","google,google,google,google,google,google,google,google,scopus,scopus,scopus","peat--chlorophyll,peat--chlorophyll,peat--electrontransport,peat--phenology,peat--photosynthesis,peat--photosystem,peat--quantumyield,peat--reflectance,peat--chlorophyll,peat--photosynthesis,peat--reflectance",151138
"1072","P McEachern, EE Prepas, JJ Gibson…","Forest fire induced impacts on phosphorus, nitrogen, and chlorophyll a concentrations in boreal subarctic lakes of northern Alberta",2000,"Canadian Journal of …","https://cdnsciencepub.com/doi/abs/10.1139/f00-124","","10.1139/f00-124",148,9,"2024-07-23 08:52:04","google,google","peat--chlorophyll,peat--chlorophyll",151139
"1073","A Rastogi, S Bandopadhyay, M Stróżecki…","Monitoring the impact of environmental manipulation on peatland surface by simple remote sensing indices",2018,"ITM Web of …","https://www.itm-conferences.org/articles/itmconf/abs/2018/08/itmconf_sam2018_00030/itmconf_sam2018_00030.html","","",12,10,"2024-07-23 08:52:04","google,google,google,google","peat--chlorophyll,peat--chlorophyll,peat--leafarea,peat--reflectance",151140
"1074","B Valkenborg, GJM De Lannoy…","Drought and Waterlogging Stress Regimes in Northern Peatlands Detected Through Satellite Retrieved Solar‐Induced Chlorophyll Fluorescence",2023,"Geophysical …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2023GL105205","","10.1029/2023GL105205",0,11,"2024-07-23 08:52:04","google,google","peat--chlorophyll,peat--chlorophyll",151141
"1075","R Ebrahimi, F Ebrahimi…","Effect of different substrates on herbaceous pigments and chlorophyll amount of strawberry in hydroponic cultivation system",2012,"American-Eurasian Journal …","https://www.academia.edu/download/34241771/Ebrahimi_et_al._1.PDF","PDF","",44,12,"2024-07-23 08:52:04","google,google,google","peat--chlorophyll,peat--chlorophyll,peat--quantumyield",151142
