"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"576","SK Bay, DW Waite, X Dong, O Gillor…","Chemosynthetic and photosynthetic bacteria contribute differentially to primary production across a steep desert aridity gradient",2021,"The ISME …","https://academic.oup.com/ismej/article-abstract/15/11/3339/7474373","","",73,35,"2024-07-18 10:49:08","google,google,google,google,google,scopus,scopus,scopus","biocrust--carboxylation,biocrust--photosynthesis,biocrust--photosystem,biocrust--rubisco,biocrust--waterpotential,biocrust--carbon,biocrust--photosynthesis,biocrust--respiration",130838
"577","I CALEGARI MOIA","Mechanisms involved in exopolymers (exopolysaccharides and exoproteins) secretion in biocrust and biofilm forming cyanobacteria as a response to dehydration",2023,"","https://flore.unifi.it/handle/2158/1319252","","",0,37,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--dessication,biocrust--photosystem",130840
"578","I Miralles, R Ortega…","Functional and biotechnological potential of microbiome associated with soils colonised by cyanobacteria in drylands",2023,"Applied Soil Ecology","https://www.sciencedirect.com/science/article/pii/S0929139323002743","","",0,38,"2024-07-18 10:49:08","google,google,google,google,scopus","biocrust--carboxylation,biocrust--electrontransport,biocrust--photosystem,biocrust--rubisco,biocrust--phosphorus",130841
"579","J Li, J Li, X Duan, X Zhang, J Liu","Functional genomic analysis of nutrient cycling of plant-soil continuum in the mossy biocrust in the Tengger Desert",2023,"Rhizosphere","https://www.sciencedirect.com/science/article/pii/S2452219823001453","","",0,41,"2024-07-18 10:49:08","google,google,google,google,scopus","biocrust--carboxylation,biocrust--nitrogenfixation,biocrust--phosphorus,biocrust--rhizoid,biocrust--phosphorus",130844
"580","A Barrón-Sandoval, JBH Martiny…","Functional significance of microbial diversity in arid soils: biological soil crusts and nitrogen fixation as a model system",2023,"FEMS Microbiology …","https://academic.oup.com/femsec/article-abstract/99/2/fiad009/6998555","","",4,42,"2024-07-18 10:49:08","google,google,scopus,scopus","biocrust--carboxylation,biocrust--nitrogenfixation,biocrust--communitycomposition,biocrust--nitrogenfixation",130845
"581","J Gong, B Wang, X Jia, W Feng, T Zha…","Modelling the diurnal and seasonal dynamics of soil CO2 exchange in a semiarid ecosystem with high plant–interspace heterogeneity",2018,"…","https://bg.copernicus.org/preprints/bg-2017-95/","","",6,44,"2024-07-18 10:49:08","google,google,google,google,google,google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--electrontransport,biocrust--leafarea,biocrust--phenology,biocrust--quantumyield,biocrust--respiration,biocrust--waterpotential",130847
"582","M Szyja, B Büdel, C Colesie","Eco-physiological characterization of early successional biological soil crusts in heavily human impacted areas–Implications for conservation and succession …",NA,"bg.copernicus.org","https://bg.copernicus.org/preprints/bg-2017-369/bg-2017-369.pdf","PDF","",3,46,"2024-07-18 10:49:08","google","biocrust--carboxylation",130849
"583","S Lan, Q Zhang, Q He, H Yang, C Hu","Resource utilization of microalgae from biological soil crusts: Biodiesel production associated with desertification control",2018,"Biomass and Bioenergy","https://www.sciencedirect.com/science/article/pii/S0961953418301582","","",11,47,"2024-07-18 10:49:08","google","biocrust--carboxylation",130850
"584","HF Xu, H Raanan, GZ Dai, N Oren…","Reading and surviving the harsh conditions in desert biological soil crust: the cyanobacterial viewpoint",2021,"FEMS Microbiology …","https://academic.oup.com/femsre/article-pdf/doi/10.1093/femsre/fuab036/41269734/fuab036.pdf","","10.1093/femsre/fuab036/41269734/fuab036",26,48,"2024-07-18 10:49:08","google,google,google,google,google,google,scopus","biocrust--carboxylation,biocrust--electrontransport,biocrust--photosystem,biocrust--rubisco,biocrust--scattering,biocrust--waterpotential,biocrust--photosynthesis",130851
"585","Q Li, C Hu, H Yang","Responses of cyanobacterial crusts and microbial communities to extreme environments of the stratosphere",2022,"Microorganisms","https://www.mdpi.com/2076-2607/10/6/1252","HTML","",3,49,"2024-07-18 10:49:08","google,google,google,google","biocrust--carboxylation,biocrust--photosystem,biocrust--quantumyield,biocrust--rubisco",130852
"586","X Kuang, L Peng, S Chen, C Peng, H Song","Immobilization of metal (loid) s from acid mine drainage by biological soil crusts through biomineralization",2023,"Journal of Hazardous …","https://www.sciencedirect.com/science/article/pii/S0304389422021082","","",19,50,"2024-07-18 10:49:08","google","biocrust--carboxylation",130853
"587","J Belnap, OL Lange","Structure and Function Now and in the Future",2017,"… Community: Its Organization and Role in …","https://books.google.com/books?hl=en&lr=&id=qG5dDgAAQBAJ&oi=fnd&pg=PA137&dq=biocrust*%7C%22biological+soil+crust%22+carboxylation&ots=A1ZVpD9Z11&sig=UwRSEfS8PstkRaaQaBSTLWBKv3c","","",0,51,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--reflectance,biocrust--waterpotential",130854
"588","S Lan","Looking for bioenergy in desert regions: Screening and cultivating lipid-producing microalgae from biological soil crusts",2022,"Authorea Preprints","https://essopenarchive.org/doi/full/10.22541/au.164864288.89734128","","10.22541/au.164864288.89734128",0,52,"2024-07-18 10:49:08","google","biocrust--carboxylation",130855
"589","F Rossi","Beneficial biofilms for land rehabilitation and fertilization",2020,"FEMS Microbiology Letters","https://academic.oup.com/femsle/article-pdf/doi/10.1093/femsle/fnaa184/34597777/fnaa184.pdf","PDF","10.1093/femsle/fnaa184/34597777/fnaa184",20,53,"2024-07-18 10:49:08","google","biocrust--carboxylation",130856
"590","S Baldauf, P Porada, J Raggio, FT Maestre, B Tietjen","Relative humidity predominantly determines long-term biocrust-forming lichen survival under climate change",2020,"bioRxiv","https://www.biorxiv.org/content/10.1101/2020.06.09.141564.abstract","","10.1101/2020.06.09.141564.abstract",0,54,"2024-07-18 10:49:08","google,google,google,google,google,google","biocrust--carboxylation,biocrust--electrontransport,biocrust--leafarea,biocrust--reflectance,biocrust--rubisco,biocrust--waterpotential",130857
"591","K Zhao, L Zhang, K Li, F Wang, B Zhang","A review on autotrophic microorganisms research in dryland soils",2022,"Journal of Desert Research","http://www.desert.ac.cn/EN/abstract/abstract6060.shtml","","",0,55,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130858
"592","S Zhang, Q Zhang, Y Li, Y Lu, X Zhou, B Yin…","Shrubs have a greater influence on the nonstructural carbohydrates of desert mosses along precipitation decreased",2023,"… and Experimental Botany","https://www.sciencedirect.com/science/article/pii/S0098847223003258","","",1,56,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--phenology",130859
"593","C Coleine, M Delgado-Baquerizo…","Dryland microbiomes reveal community adaptations to desertification and climate change",2024,"The ISME …","https://academic.oup.com/ismej/article-abstract/18/1/wrae056/7637539","","",2,57,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--photosystem",130860
"594","N Praeg, M Steinwandter, D Urbach, MA Snethlage…","Biodiversity in mountain soils above the treeline",2023,"bioRxiv","https://www.biorxiv.org/content/10.1101/2023.12.22.569885.abstract","","10.1101/2023.12.22.569885.abstract",0,58,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130861
"595","J Zhao, K Xiong, N Yan","Research progress on algal biokarst and its implications for carbonate rock dissolution and weathering",2024,"Environment, Resource and Ecology …","http://www.clausiuspress.com/assets/default/article/2024/04/21/article_1713700115.pdf","PDF","",0,59,"2024-07-18 10:49:08","google","biocrust--carboxylation",130862
"596","K Jordaan, R Lappan, X Dong, IJ Aitkenhead, SK Bay…","Hydrogen-oxidizing bacteria are abundant in desert soils and strongly stimulated by hydration",2020,"Msystems","https://journals.asm.org/doi/abs/10.1128/msystems.01131-20","","10.1128/msystems.01131-20",45,60,"2024-07-18 10:49:08","google,google,google,google","biocrust--carboxylation,biocrust--photosystem,biocrust--rubisco,biocrust--waterpotential",130863
"597","B Mishra, S Varjani, GP Iragavarapu, HH Ngo…","Microbial fingerprinting of potential biodegrading organisms",2019,"Current Pollution …","https://link.springer.com/article/10.1007/s40726-019-00116-5","HTML","10.1007/s40726-019-00116-5",38,62,"2024-07-18 10:49:08","google","biocrust--carboxylation",130865
"598","JN Márquez-Godoy, R González-Escobedo","Omic technologies for the exploration of the soil biocrust",2022,"Terra Latinoamericana","https://www.scielo.org.mx/scielo.php?pid=S0187-57792022000100301&script=sci_abstract&tlng=en","","",0,63,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130866
"599","A Kumar, A Das, D Singh, MK Das…","Soil health restoration in degraded lands: A microbiological perspective",2023,"Land Degradation & …","https://onlinelibrary.wiley.com/doi/abs/10.1002/ldr.4851","","10.1002/ldr.4851",4,64,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--leafarea",130867
"600","A Ivanovska, M Milošević, J Lađarević…","The impact of sodium periodate oxidation and alginate coating on the capillarity of jute fabric",2024,"… Fibers and Fabrics","https://journals.sagepub.com/doi/abs/10.1177/15589250241246071","","10.1177/15589250241246071",1,65,"2024-07-18 10:49:08","google","biocrust--carboxylation",130868
"601","L Zhao, H Xiao, G Cheng, X Liu, Q Yang, L Yin…","Correlation between δ13C and δ15N in C4 and C3 plants of natural and artificial sand-binding microhabitats in the Tengger Desert of China",2010,"Ecological Informatics","https://www.sciencedirect.com/science/article/pii/S1574954109000648","","",23,66,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--conductance",130869
"602","H He, DJ Eldridge, H Lambers","Mineral nutrition of plants in Australia's arid zone",2018,"On the Ecology of Australia's Arid Zone","https://link.springer.com/chapter/10.1007/978-3-319-93943-8_4","","10.1007/978-3-319-93943-8_4",6,67,"2024-07-18 10:49:08","google,google,google,scopus","biocrust--carboxylation,biocrust--conductance,biocrust--waterpotential,biocrust--phosphorus",130870
"603","B Fan, AC Westerband, IJ Wright, P Gao, N Ding, D Ai…","Shifts in plant resource use strategies across climate and soil gradients in dryland steppe communities",2024,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-023-06401-z","HTML","10.1007/s11104-023-06401-z",3,68,"2024-07-18 10:49:08","google,google,google,google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--functionaltrait,biocrust--leafarea,biocrust--leafmass,biocrust--rubisco",130871
"604","GJ Kidron, A Starinsky","Measurements and ecological implications of non‐rainfall water in desert ecosystems—A review",2019,"Ecohydrology","https://onlinelibrary.wiley.com/doi/abs/10.1002/eco.2121","","10.1002/eco.2121",51,69,"2024-07-18 10:49:08","google,google,google,scopus","biocrust--carboxylation,biocrust--conductance,biocrust--waterpotential,biocrust--carbon",130872
"605","S Thapa, A Bharti, R Prasanna","Algal biofilms and their biotechnological significance",2017,"Algal green chemistry","https://www.sciencedirect.com/science/article/pii/B978044463784000014X","","",27,70,"2024-07-18 10:49:08","google","biocrust--carboxylation",130873
"606","N Oren, S Timm, M Frank, O Mantovani, O Murik…","Red/far-red light signals regulate the activity of the carbon-concentrating mechanism in cyanobacteria",2021,"Science …","https://www.science.org/doi/abs/10.1126/sciadv.abg0435","","10.1126/sciadv.abg0435",23,71,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130874
"607","F Villa, YL Wu, A Zerboni, F Cappitelli","In living color: pigment-based microbial ecology at the mineral–air interface",2022,"Bioscience","https://academic.oup.com/bioscience/article-abstract/72/12/1156/6770040","","",7,72,"2024-07-18 10:49:08","google,google,google,google,google","biocrust--carboxylation,biocrust--electrontransport,biocrust--photosystem,biocrust--reflectance,biocrust--rubisco",130875
"608","S Hooda, G Malik, P Saini, A Grewall…","Cyanobacteria as a potential bioasset for restoring degraded land",2023,"Land Degradation & …","https://onlinelibrary.wiley.com/doi/abs/10.1002/ldr.4711","","10.1002/ldr.4711",3,73,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--waterpotential",130876
"609","L Parwani, M Bhatt, J Singh","Potential biotechnological applications of cyanobacterial exopolysaccharides",2021,"Brazilian Archives of Biology and …","https://www.scielo.br/j/babt/a/TVtCmKtYjw8LSMKdk4x3Lhy/?format=html","HTML","",32,74,"2024-07-18 10:49:08","google","biocrust--carboxylation",130877
"610","M Rippin, N Borchhardt, U Karsten…","Cold Acclimation Improves the Desiccation Stress Resilience of Polar Strains of Klebsormidium (Streptophyta)",2019,"Frontiers in Microbiology","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01730/full","HTML","10.3389/fmicb.2019.01730",17,75,"2024-07-18 10:49:08","google,google,google,google,scopus,scopus,scopus","biocrust--carboxylation,biocrust--electrontransport,biocrust--photosystem,biocrust--quantumyield,biocrust--nitrogenfixation,biocrust--photosystem,biocrust--quantumyield",130878
"611","B Ramakrishnan, NR Maddela…","Potential of microalgae and cyanobacteria to improve soil health and agricultural productivity: a critical view",2023,"Environmental …","https://pubs.rsc.org/en/content/articlehtml/2023/va/d2va00158f","HTML","",31,76,"2024-07-18 10:49:08","google,google,google,scopus","biocrust--carboxylation,biocrust--conductance,biocrust--rubisco,biocrust--nitrogenfixation",130879
"612","Engineering Biology Research Consortium","Engineering Biology for Climate and Sustainability: A research roadmap for a cleaner future",2022,"","https://par.nsf.gov/servlets/purl/10496223","PDF","",2,77,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--photosystem,biocrust--rubisco",130880
"613","S Nagar, R Antony, M Thamban","Extracellular polymeric substances in Antarctic environments: a review of their ecological roles and impact on glacier biogeochemical cycles",2021,"Polar Science","https://www.sciencedirect.com/science/article/pii/S1873965221000633","HTML","",29,78,"2024-07-18 10:49:08","google","biocrust--carboxylation",130881
"614","T Roy Chowdhury, JY Lee, EM Bottos, CJ Brislawn…","Metaphenomic responses of a native prairie soil microbiome to moisture perturbations",2019,"Msystems","https://journals.asm.org/doi/abs/10.1128/msystems.00061-19","","10.1128/msystems.00061-19",49,79,"2024-07-18 10:49:08","google","biocrust--carboxylation",130882
"615","K Coe, B Carter, M Slate…","Moss functional trait ecology: Trends, gaps, and biases in the current literature",2024,"American journal of …","https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.1002/ajb2.16288","","10.1002/ajb2.16288",2,80,"2024-07-18 10:49:08","google,google,google,google,google,google,google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--functionaltrait,biocrust--leafarea,biocrust--leafdensity,biocrust--leafthickness,biocrust--photosystem,biocrust--quantumyield,biocrust--shootarea",130883
"616","S Nagar, Y Ray, R Rao, A Kumar, R Mohan","Polar Science",NA,"researchgate.net","https://www.researchgate.net/profile/Shipra-Nagar-3/publication/351434633_Extracellular_polymeric_substances_in_Antarctic_environments_A_review_of_their_ecological_roles_and_impact_on_glacier_biogeochemical_cycles/links/614deb9b154b3227a8a8a551/Extracellular-polymeric-substances-in-Antarctic-environments-A-review-of-their-ecological-roles-and-impact-on-glacier-biogeochemical-cycles.pdf","PDF","",0,81,"2024-07-18 10:49:08","google","biocrust--carboxylation",130884
"617","S Akash, B Sivaprakash, N Rajamohan…","Biotechnology to convert carbon dioxide into biogas, bioethanol, bioplastic and succinic acid using algae, bacteria and yeast: a review",2023,"Environmental Chemistry …","https://link.springer.com/article/10.1007/s10311-023-01569-3","HTML","10.1007/s10311-023-01569-3",17,82,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--phenology,biocrust--rubisco",130885
"618","S Zhang, X Fu, Y Han, L Wei, M Liu, Y Wang, L Wang","Main components of free organic carbon generated by obligate chemoautotrophic bacteria that inhibit their CO2 fixation",2022,"Iscience","https://www.cell.com/iscience/fulltext/S2589-0042(22)01825-9","HTML","",4,83,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130886
"619","D Garlapati, M Chandrasekaran, AA Devanesan…","Role of cyanobacteria in agricultural and industrial sectors: an outlook on economically important byproducts",2019,"Applied microbiology …","https://link.springer.com/article/10.1007/s00253-019-09811-1","HTML","10.1007/s00253-019-09811-1",85,84,"2024-07-18 10:49:08","google,google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--photosystem,biocrust--rubisco",130887
"620","B Gupta, G Saggu, S Sundaram, R Mishra…","Climate Change Impacts on Soil Microorganisms that Regulate Nutrient Transformations",2021,"Climate Change and the …","https://link.springer.com/chapter/10.1007/978-3-030-76863-8_24","","10.1007/978-3-030-76863-8_24",1,85,"2024-07-18 10:49:08","google","biocrust--carboxylation",130888
"621","LK Bhagarathi, PNB DaSilva…","An integrative review of the biology and chemistry of lichens and their ecological, ethnopharmacological, pharmaceutical and therapeutic potential",2023,"GSC Biological and …","https://gsconlinepress.com/journals/gscbps/content/integrative-review-biology-and-chemistry-lichens-and-their-ecological-ethnopharmacological","","",4,86,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--photosystem",130889
"622","M Ren, Z Zhang, X Wang, Z Zhou, D Chen…","Diversity and contributions to nitrogen cycling and carbon fixation of soil salinity shaped microbial communities in Tarim Basin",2018,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2018.00431/full","HTML","10.3389/fmicb.2018.00431",119,87,"2024-07-18 10:49:08","google","biocrust--carboxylation",130890
"623","JA Raven, CS Cockell…","The evolution of inorganic carbon concentrating mechanisms in photosynthesis",2008,"… Transactions of the …","https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2008.0020","","10.1098/rstb.2008.0020",374,88,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--electrontransport,biocrust--rubisco",130891
"624","W Meng, R Jingcheng, X Zhang, D Kong, F Liu, Q Tong…","Microbial differences in the habitats of lithophytic bryophytes and their relationship with soil nutrients",2024,"","https://www.researchsquare.com/article/rs-4417220/latest","","",0,89,"2024-07-18 10:49:08","google","biocrust--carboxylation",130892
"625","Y Zhang, Y Huang, J Hu, T Tang, C Xu, KS Effiong…","Biochar mitigates the mineralization of allochthonous organic matter and global warming potential of saltmarshes by influencing functional bacteria",2024,"Carbon Research","https://link.springer.com/article/10.1007/s44246-023-00087-9","HTML","10.1007/s44246-023-00087-9",2,90,"2024-07-18 10:49:08","google","biocrust--carboxylation",130893
"626","GJ Kidron, R Kronenfeld, SY Tal, M Temina…","The effect of the water source on niche partioning of chlorolichens and cyanobacteria—implications for resilience?",2023,"Planta","https://link.springer.com/article/10.1007/s00425-023-04165-5","HTML","10.1007/s00425-023-04165-5",4,91,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--photosystem",130894
"627","I Miralles, R Ortega, AM Comeau","Functional and taxonomic effects of organic amendments on the restoration of semiarid quarry soils",2021,"Msystems","https://journals.asm.org/doi/abs/10.1128/msystems.00752-21","","10.1128/msystems.00752-21",6,92,"2024-07-18 10:49:08","google","biocrust--carboxylation",130895
"628","J Tan, H Yi, Z Zhang, D Meng, Y Li, L Xia…","Montmorillonite facilitated Pb (II) biomineralization by Chlorella sorokiniana FK in soil",2022,"Journal of Hazardous …","https://www.sciencedirect.com/science/article/pii/S0304389421019750","","",28,93,"2024-07-18 10:49:08","google","biocrust--carboxylation",130896
"629","H Liao, X Hao, F Qin…","Microbial autotrophy explains large‐scale soil CO2 fixation",2023,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.16452","","10.1111/gcb.16452",35,94,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130897
"630","JTB Ekwealor, TA Clark, O Dautermann…","Natural ultraviolet radiation exposure alters photosynthetic biology and improves recovery from desiccation in a desert moss",2021,"Journal of …","https://academic.oup.com/jxb/article-abstract/72/11/4161/6141413","","",14,95,"2024-07-18 10:49:08","google,google,google,scopus,scopus","biocrust--carboxylation,biocrust--electrontransport,biocrust--rhizoid,biocrust--light,biocrust--photosynthesis",130898
"631","JTB Ekwealor","Tolerance of desiccation and UV radiation in mosses of the genus Syntrichia (Pottiaceae), from genomes to ecology",2020,"","https://search.proquest.com/openview/d3b78cecec01ca8931c7e37b008cf9ea/1?pq-origsite=gscholar&cbl=18750&diss=y","BOOK","",0,96,"2024-07-18 10:49:08","google,google,google,google","biocrust--carboxylation,biocrust--electrontransport,biocrust--photosystem,biocrust--rhizoid",130899
"632","J Liu, W Kong, G Zhang, A Khan, G Guo…","Diversity and succession of autotrophic microbial community in high-elevation soils along deglaciation chronosequence",2016,"FEMS Microbiology …","https://academic.oup.com/femsec/article-abstract/92/10/fiw160/2198001","","",58,97,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130900
"633","A Singh, M Kumar, AK Saxena","Role of microorganisms in regulating carbon cycle in tropical and subtropical soils",2020,"Carbon management in tropical and sub …","https://link.springer.com/chapter/10.1007/978-981-13-9628-1_15","","10.1007/978-981-13-9628-1_15",6,98,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130901
"634","TJ Williams, MA Allen, AE Ray, N Benaud…","Novel endolithic bacteria of phylum Chloroflexota reveal a myriad of potential survival strategies in the Antarctic desert",2024,"Applied and …","https://journals.asm.org/doi/abs/10.1128/aem.02264-23","","10.1128/aem.02264-23",1,99,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130902
"635","AH Gondal, Q Farooq, I Hussain…","Role of microbes in plant growth and food preservation",2021,"… Jurnal Agroteknologi Dan …","https://www.journal.utnd.ac.id/index.php/agri/article/view/158","","",10,100,"2024-07-18 10:49:08","google","biocrust--carboxylation",130903
"636","AJ Antoninka, D Babin, F Bastida, MA Bowker, B Büdel…","The Biology of Arid Soils",2017,"","https://books.google.com/books?hl=en&lr=&id=zbouDwAAQBAJ&oi=fnd&pg=PR5&dq=biocrust*%7C%22biological+soil+crust%22+carboxylation&ots=MoBkvA29oC&sig=mjoz78YqoLUv12BhiYZUq_d3IH0","BOOK","",0,101,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--rubisco,biocrust--waterpotential",130904
"637","J Tang, H Zhou, Y Jiang, D Yao, KF Waleron…","Characterization of a novel thermophilic cyanobacterium within Trichocoleusaceae, Trichothermofontia sichuanensis gen. et sp. nov., and its CO2 …",2023,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2023.1111809/full","HTML","10.3389/fmicb.2023.1111809",3,102,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130905
"638","A Khan, W Kong, S Khan, J Nawab","Community succession and drivers of CO2-fixing microbes in recently deglaciated soils on the Tibetan Plateau",2023,"Journal of Soils and Sediments","https://link.springer.com/article/10.1007/s11368-023-03446-6","HTML","10.1007/s11368-023-03446-6",2,103,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--functionaltrait,biocrust--rubisco",130906
"639","V Sharma, R Prasanna, F Hossain, V Muthusamy…","Cyanobacterial inoculation as resource conserving options for improving the soil nutrient availability and growth of maize genotypes",2021,"Archives of …","https://link.springer.com/article/10.1007/s00203-021-02223-8","HTML","10.1007/s00203-021-02223-8",5,104,"2024-07-18 10:49:08","google","biocrust--carboxylation",130907
"640","B Kour, P Sharma, S Ramya, S Gawdiya…","Cyanobacterial biofertilizer inoculation has a distinctive effect on the key genes of carbon and nitrogen cycling in paddy rice",2024,"Journal of Applied …","https://link.springer.com/article/10.1007/s10811-024-03230-0","HTML","10.1007/s10811-024-03230-0",0,105,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130908
"641","Y Hou, W Zeng, M Hou, Z Wang, Y Luo, G Lei, B Zhou…","Responses of the soil microbial community to salinity stress in maize fields",2021,"Biology","https://www.mdpi.com/2079-7737/10/11/1114","HTML","",32,106,"2024-07-18 10:49:08","google","biocrust--carboxylation",130909
"642","N Wannicke, A Herrmann, MM Gehringer","Atmospheric CO 2 availability induces varying responses in net photosynthesis, toxin production and N 2 fixation rates in heterocystous filamentous …",2021,"Aquatic Sciences","https://link.springer.com/article/10.1007/s00027-021-00788-6","HTML","10.1007/s00027-021-00788-6",7,107,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130910
"643","A Gupta, AP Singh, N Sahu, J Jaiswal, N Kumari…","Bioprospecting and Evolutionary Significance of Photoprotectors in Non-flowering Lower Plants",2023,"… , Sources and Future …","https://link.springer.com/chapter/10.1007/978-981-99-0749-6_5","","10.1007/978-981-99-0749-6_5",0,108,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130911
"644","RK Bakku, R Rakwal","Applications of cyanobacterial compounds in the energy, health, value-added product, and agricultural sectors: A perspective",2022,"Cyanobacterial Physiology","https://www.sciencedirect.com/science/article/pii/B9780323961066000095","","",1,109,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--electrontransport",130912
"645","D Liberati, G Guidolotti, G de Dato…","Enhancement of ecosystem carbon uptake in a dry shrubland under moderate warming: The role of nitrogen‐driven changes in plant morphology",2021,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.15823","","10.1111/gcb.15823",8,110,"2024-07-18 10:49:08","google,google,google,google,google,google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--electrontransport,biocrust--leafarea,biocrust--leafmass,biocrust--nutrientresorption,biocrust--rubisco,biocrust--waterpotential",130913
"646","EV Fain","Plant Responses to Drought in a Semiarid Grassland: An Isotopic Approach",2022,"","https://digitalrepository.unm.edu/biol_etds/426/","","",1,111,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130914
"647","F Khani-Juyabad, P Mohammadi, M Zarrabi","Insights from cyanobacterial genomic and transcriptomic analyses into adaptation strategies in terrestrial environments",2022,"Genomics","https://www.sciencedirect.com/science/article/pii/S0888754322001835","HTML","",2,112,"2024-07-18 10:49:08","google,google,google,google","biocrust--carboxylation,biocrust--dessication,biocrust--photosystem,biocrust--rubisco",130915
"648","S Bhattacharjya, A Ghosh, A Sahu, R Agnihotri, N Pal…","Utilizing soil metabolomics to investigate the untapped metabolic potential of soil microbial communities and their role in driving soil ecosystem processes: A review",2024,"Applied Soil …","https://www.sciencedirect.com/science/article/pii/S0929139323004365","","",2,113,"2024-07-18 10:49:08","google","biocrust--carboxylation",130916
"649","CA Llewellyn, C Greig, A Silkina, B Kultschar…","Mycosporine-like amino acid and aromatic amino acid transcriptome response to UV and far-red light in the cyanobacterium Chlorogloeopsis fritschii PCC …",2020,"Scientific Reports","https://www.nature.com/articles/s41598-020-77402-6","HTML","",25,114,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--photosystem",130917
"650","JD Zhao, M Sun, Y Li, CJ Yu, RD Cheng…","Characterization of gut microbial and metabolite alterations in faeces of Goto Kakizaki rats using metagenomic and untargeted metabolomic approach",2023,"World Journal of …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10075032/","HTML","",1,115,"2024-07-18 10:49:08","google","biocrust--carboxylation",130918
"651","K Panksep","From microscopy to genes–tracing toxic cyanobacteria in a shallow eutrophic lake",2022,"","https://dspace.emu.ee/bitstream/handle/10492/7290/EMY_doc_Panksep_veebi.pdf?sequence=1","PDF","",0,116,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--rubisco",130919
"652","K Velmourougane, S Thapa, R Prasanna","Prospecting microbial biofilms as climate smart strategies for improving plant and soil health: A review",2023,"Pedosphere","https://www.sciencedirect.com/science/article/pii/S1002016022000431","","",11,117,"2024-07-18 10:49:08","google,google","biocrust--carboxylation,biocrust--conductance",130920
"653","K Velmourougane, S Thapa, R Prasanna","Prospecting microbial biofilms as climate smart strategies for improving",2022,"","https://www.researchgate.net/profile/Kulandaivelu-Velmourougane/publication/361153936_Prospecting_microbial_biofilms_as_climate_smart_strategies_for_improving_plant_and_soil_health_A_review/links/62c273cdbd55e01e75f94a6d/Prospecting-microbial-biofilms-as-climate-smart-strategies-for-improving-plant-and-soil-health-A-review.pdf","PDF","",0,118,"2024-07-18 10:49:08","google,google,google","biocrust--carboxylation,biocrust--conductance,biocrust--phenology",130921
