"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"709","AV Vorobev, M Baani, NV Doronina…","Methyloferula stellata gen. nov., sp. nov., an acidophilic, obligately methanotrophic bacterium that possesses only a soluble methane monooxygenase",2011,"… of Systematic and …","https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.028118-0","","10.1099/ijs.0.028118-0",284,154,"2024-07-09 09:57:24","google,google,google,scopus,scopus,scopus,scopus","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco,sphagnum--carbon,sphagnum--nitrogen,sphagnum--nitrogenfixation,sphagnum--soil",50788
"710","E Puglisi, C Zaccone, F Cappa, PS Cocconcelli…","Changes in bacterial and archaeal community assemblages along an ombrotrophic peat bog profile",2014,"Biology and fertility of …","https://link.springer.com/article/10.1007/s00374-014-0902-2","HTML","10.1007/s00374-014-0902-2",23,155,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50789
"711","E Lara, F Gomaa","Symbiosis between testate amoebae and photosynthetic organisms",2017,"Algal and cyanobacteria symbioses","https://www.worldscientific.com/doi/abs/10.1142/9781786340580_0013","","10.1142/9781786340580_0013",13,156,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50790
"712","KK Coe, J Belnap, EE Grote…","Physiological ecology of desert biocrust moss following 10 years exposure to elevated CO2: evidence for enhanced photosynthetic thermotolerance",2012,"Physiologia Plantarum","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-3054.2012.01566.x","","10.1111/j.1399-3054.2012.01566.x",19,157,"2024-07-09 09:57:24","google,google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--electrontransport,sphagnum--rubisco",50791
"713","R Andersen, R Pouliot, L Rochefort…","Restoring the carbon accumulation function in cutover bogs: do micro-organisms matter?",2009,"… Congress 'Carbon in …","https://www.researchgate.net/profile/Roxane-Andersen/publication/228492040_Restoring_the_Carbon_Accumulation_Function_in_Cutover_Bogs_do_Micro-organisms_Matter/links/0fcfd5064773f03b6a000000/Restoring-the-Carbon-Accumulation-Function-in-Cutover-Bogs-do-Micro-organisms-Matter.pdf","PDF","",0,158,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50792
"714","AG González, OS Pokrovsky","Physico-chemical characterization of bryophytes as bioindicators of metal pollution",2018,"ECOLOGY, LIFE CYCLE AND …","https://www.researchgate.net/profile/Irina-Volkova/publication/319414005_Sphagnum_mosses_on_the_mires_of_the_Altai-Sayan_Mountains_region/links/5d899dd792851ceb793aa094/Sphagnum-mosses-on-the-mires-of-the-Altai-Sayan-Mountains-region.pdf#page=17","PDF","",0,159,"2024-07-09 09:57:24","google,google,scopus","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--absorption",50793
"715","H Serk, M Nilsson, J Schleucher","Net photosynthesis in Sphagnum mosses has increased in response to the last century's 100 ppm increase in atmospheric CO2",2017,"EGU General Assembly …","https://ui.adsabs.harvard.edu/abs/2017EGUGA..1918733S/abstract","","",0,160,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50794
"716","JA Teeri","Stable carbon isotope analysis of mosses and lichens growing in xeric and moist habitats",1981,"Bryologist","https://www.jstor.org/stable/3242982","","",52,161,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--photosynthetictissue",50795
"717","PA Longmire, BM Thomson, PG Eller, ME Barr","Application of sphagnum peat, calcium carbonate and hydrated lime for immobilizing radioactive and hazardous contaminants in the subsurface",1991,"","https://inis.iaea.org/search/search.aspx?orig_q=RN:25023028","","",1,163,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50797
"718","L McAnallen, R Doherty, N Ogle","Organic composition and multiphase stable isotope analysis of active, degrading and restored blanket bog",2017,"Science of the Total Environment","https://www.sciencedirect.com/science/article/pii/S0048969717311646","","",10,164,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50798
"719","CM Dieleman, BA Branfireun, JW McLaughlin, Z Lindo","Enhanced carbon release under future climate conditions in a peatland mesocosm experiment: the role of phenolic compounds",2016,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-015-2713-0","HTML","10.1007/s11104-015-2713-0",36,165,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50799
"720","J Mastný","Effect of spruce swamp forest drainage and restoration on soil organic matter quality",2014,"","https://dspace.jcu.cz/bitstream/handle/20.500.14390/24464/Mastny_Jiri_Magisterska_prace.pdf?sequence=1","PDF","",0,166,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50800
"721","SH Lubbad, SN Al-Batta","Ultrafast remediation of lead-contaminated water applying sphagnum peat moss by dispersive solid-phase extraction",2020,"International Journal of Environmental …","https://www.tandfonline.com/doi/abs/10.1080/00207233.2019.1674582","","10.1080/00207233.2019.1674582",7,167,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50801
"722","A Klein","Probingphasetransitionsofmetal-organicframeworksbyTHz/Far-IR",NA,"Book of Abstracts","https://apo.ansto.gov.au/server/api/core/bitstreams/c6381dd0-6dcb-4c5f-8a6c-5701cf0fb611/content#page=50","PDF","",0,168,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50802
"723","H Gehrig, V Heute, M Kluge","New partial sequences of phosphoenolpyruvate carboxylase as molecular phylogenetic markers",2001,"Molecular Phylogenetics and Evolution","https://www.sciencedirect.com/science/article/pii/S105579030190973X","","",55,169,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50803
"724","C Cocozza, V D'Orazio, TM Miano, W Shotyk","Characterization of solid and aqueous phases of a peat bog profile using molecular fluorescence spectroscopy, ESR and FT-IR, and comparison with physical …",2003,"Organic Geochemistry","https://www.sciencedirect.com/science/article/pii/S0146638002002085","","",230,170,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50804
"725","E Sergeeva, S Shah, BR Glick","Growth of transgenic canola (Brassica napus cv. Westar) expressing a bacterial 1-aminocyclopropane-1-carboxylate (ACC) deaminase gene on high concentrations …",2006,"World Journal of Microbiology and …","https://link.springer.com/article/10.1007/s11274-005-9032-1","","10.1007/s11274-005-9032-1",127,171,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50805
"726","SH Lubbad, KK Abu-Saqer, FS Kodeh","Ultrafast and highly efficient removal of malachite green from aqueous solution by Latvia-originated sphagnum peat moss sorbent applying dispersive solid …",2018,"International Journal of …","https://link.springer.com/article/10.1007/s41742-018-0090-2","HTML","10.1007/s41742-018-0090-2",14,172,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50806
"727","Z Cheng, E Park, BR Glick","1-Aminocyclopropane-1-carboxylate deaminase from Pseudomonas putida UW4 facilitates the growth of canola in the presence of salt",2007,"Canadian journal of microbiology","https://cdnsciencepub.com/doi/abs/10.1139/W07-050","","10.1139/W07-050",465,173,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50807
"728","CY Ping, FC Chen, TC Cheng, HL Lin, TS Lin…","Expression Profiles of Phosphoenolpyruvate Carboxylase and Phosphoenolpyruvate Carboxylase Kinase Genes in Phalaenopsis, Implications for …",2018,"Frontiers in Plant …","https://www.frontiersin.org/articles/10.3389/fpls.2018.01587/full","HTML","10.3389/fpls.2018.01587",17,174,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50808
"729","JD Tenhunen, RTW Siegwolf, SF Oberbauer","Effects of Phenology, Physiology, and Gradients in Community Composition, Structure, and Microclimate on Tundra Ecosystem CO2 Exchange",1995,"Ecophysiology of …","https://link.springer.com/chapter/10.1007/978-3-642-79354-7_21","","10.1007/978-3-642-79354-7_21",76,175,"2024-07-09 09:57:24","google,google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--phenology,sphagnum--rubisco",50809
"730","P Fine, A Scagnossi, Y Chen, U Mingelgrin","Practical and mechanistic aspects of the removal of cadmium from aqueous systems using peat",2005,"Environmental pollution","https://www.sciencedirect.com/science/article/pii/S0269749105002125","","",44,176,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50810
"731","O Francioso, C Ciavatta, C Gessa…","Spectroscopic characterization of pyrophosphate incorporation during extraction of peat humic acids",1998,"Soil Science Society …","https://acsess.onlinelibrary.wiley.com/doi/abs/10.2136/sssaj1998.03615995006200010024x","","10.2136/sssaj1998.03615995006200010024x",44,177,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50811
"732","CJ Chastain, WL Ogren","Glyoxylate inhibition of ribulosebisphosphate carboxylase/oxygenase activation state in vivo",1989,"Plant and Cell Physiology","https://academic.oup.com/pcp/article-abstract/30/7/937/1855135","","",61,178,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50812
"733","C Hdider, Y Desjardins","Effects of sucrose on metabolize pool sizes and ribulose-1, 5-bisphosphate carboxylase/oxygenase activity in strawberry plantlets cultivated in vitro",1994,"HortScience","https://journals.ashs.org/hortsci/view/journals/hortsci/29/4/article-p250b.xml","CITATION","",1,179,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50813
"734","RS Vasilevich, OL Kuznetsov, ED Lodygin…","Evolution of organic matter in hummocky bogs on the Barents Sea coast in a changing climate",2022,"Eurasian Soil …","https://link.springer.com/article/10.1134/S1064229322070122","HTML","10.1134/S1064229322070122",2,180,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50814
"735","KE Koch, PH Jones, WT Avigne…","Growth, dry matter partitioning, and diurnal activities of RuBP carboxylase in citrus seedlings maintained at two levels of CO2",1986,"Physiologia …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1399-3054.1986.tb05766.x","","10.1111/j.1399-3054.1986.tb05766.x",86,181,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50815
"736","TS Anirudhan, S Jalajamony, SS Sreekumari","Adsorption of heavy metal ions from aqueous solutions by amine and carboxylate functionalised bentonites",2012,"Applied Clay Science","https://www.sciencedirect.com/science/article/pii/S0169131712001640","","",135,182,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50816
"737","HH Gehrig, V Heute, M Kluge","Toward a better knowledge of the molecular evolution of phosphoenolpyruvate carboxylase by comparison of partial cDNA sequences",1998,"Journal of molecular evolution","https://link.springer.com/article/10.1007/PL00006277","","10.1007/PL00006277",44,183,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50817
"738","Y Zhou, S Fu, L Zhang, H Zhan, MV Levit","Use of carboxylated cellulose nanofibrils-filled magnetic chitosan hydrogel beads as adsorbents for Pb (II)",2014,"Carbohydrate polymers","https://www.sciencedirect.com/science/article/pii/S0144861713008394","","",292,184,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50818
"739","Z Kong, BR Glick, J Duan, S Ding, J Tian, BJ McConkey…","Effects of 1-aminocyclopropane-1-carboxylate (ACC) deaminase-overproducing Sinorhizobium meliloti on plant growth and copper tolerance of Medicago …",2015,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-015-2434-4","HTML","10.1007/s11104-015-2434-4",92,185,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50819
"740","H Xia, GD Rayson","113Cd-NMR spectrometry of Cd2+ binding sites on algae and higher plant tissues",2002,"Advances in Environmental Research","https://www.sciencedirect.com/science/article/pii/S1093019101001216","","",25,186,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50820
"741","MST Magar, S Maharjan, J Pathak, DR Kandel…","Some Barcoding DNA Sequence Analysis of Sphagnum nepalense H. Suzuki, a Bryophyte Species Endemic to East Nepal",2022,"Journal of Plant …","https://nepjol.info/index.php/BDPR/article/view/56577","","",0,187,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50821
"742","MR Unnithan, TS Anirudhan","The kinetics and thermodynamics of sorption of chromium (VI) onto the iron (III) complex of a carboxylated polyacrylamide-grafted sawdust",2001,"Industrial &engineering chemistry …","https://pubs.acs.org/doi/abs/10.1021/ie0009740","","10.1021/ie0009740",184,188,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50822
"743","F Tang, H Yu, SYH Abdalkarim, J Sun, X Fan…","Green acid-free hydrolysis of wasted pomelo peel to produce carboxylated cellulose nanofibers with super absorption/flocculation ability for environmental …",2020,"Chemical Engineering …","https://www.sciencedirect.com/science/article/pii/S1385894720310627","","",115,189,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50823
"744","PA Longmire, DG Brooltins, PG Eller, BM Thomson","HYDRATED LIME FOR IMMOBILIZING RADIOACTIVE AND HAZARDOUS CONTAMINANTS IN THE SUBSURFACE",NA,"","","CITATION","",0,190,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50824
"745","L Sun, H Dong, Nasrullah, Y Mei, NN Wang","Functional investigation of two 1-aminocyclopropane-1-carboxylate (ACC) synthase-like genes in the moss Physcomitrella patens",2016,"Plant cell reports","https://link.springer.com/article/10.1007/s00299-015-1923-5","HTML","10.1007/s00299-015-1923-5",12,191,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50825
"746","F Delarue, S Gogo, A Buttler, L Bragazza…","Indirect effects of experimental warming on dissolved organic carbon content in subsurface peat",2014,"Journal of Soils and …","https://link.springer.com/article/10.1007/s11368-014-0945-x","HTML","10.1007/s11368-014-0945-x",18,192,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50826
"747","T Hoper","implications for Holocene climate",1997,"The Holocene","https://www.researchgate.net/profile/Jonathan-Pilcher/publication/249868838_Carbon-isotope_variation_in_Sphagnum_from_hummock-hollow_complexes_Implications_for_Holocene_climate_reconstruction/links/55f2d80108ae7a10cf8650ed/Carbon-isotope-variation-in-Sphagnum-from-hummock-hollow-complexes-Implications-for-Holocene-climate-reconstruction.pdf","PDF","",0,193,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50827
"748","IG Shibi, TS Anirudhan","Adsorption of Co (II) by a carboxylate-functionalized polyacrylamide grafted lignocellulosics",2005,"Chemosphere","https://www.sciencedirect.com/science/article/pii/S0045653504008628","","",102,194,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50828
"749","Y Desjardins, A Gosselin","DEVELOPMENT OF CARBOXYLATION CAPACITY IN TISSUE-CULTURED STRAWBERRY FOLLOWING TRANSPLANTING.",1991,"HortScience","https://journals.ashs.org/hortsci/view/journals/hortsci/26/5/article-p481f.xml","CITATION","",0,195,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50829
"750","E Sudianto, SM Chaw","Two Independent Plastid accD Transfers to the Nuclear Genome of Gnetum and Other Insights on Acetyl-CoA Carboxylase Evolution in Gymnosperms",2019,"Genome Biology and Evolution","https://academic.oup.com/gbe/article-abstract/11/6/1691/5423182","","",14,196,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50830
"751","JR Lujan, DW Darnall, PC Stark…","Metal ion binding by algae and higher plant tissues: a phenomenological study of solution pH dependence",1994,"… Extraction and Ion …","https://www.tandfonline.com/doi/abs/10.1080/07366299408918239","","10.1080/07366299408918239",102,197,"2024-07-09 09:57:24","google,google","sphagnum--carboxylation,sphagnum--carboxylation",50831
"752","E Fallahi, Y Huang, JW Moon Jr…","Effects of ribulose 1, 5 bisphosphate carboxylase/oxygenase content, leaf nitrogen and leaf morphology on CO2 assimilation in strawberry genotypes",1997,"… Symposium on Growth and …","https://www.actahort.org/books/527/527_21.htm","","",7,198,"2024-07-09 09:57:24","google,google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--leafthickness,sphagnum--rubisco",50832
"753","CJ Chastain, WL Ogren","Photorespiration-induced reduction of ribulose bisphosphate carboxylase activation level",1985,"Plant Physiology","https://academic.oup.com/plphys/article-abstract/77/4/851/6079926","","",39,199,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50833
"754","M Grabsztunowicz, Z Górski, R Luciński…","A reversible decrease in ribulose 1, 5‐bisphosphate carboxylase/oxygenase carboxylation activity caused by the aggregation of the enzyme's large subunit is …",2015,"Physiologia …","https://onlinelibrary.wiley.com/doi/abs/10.1111/ppl.12322","","10.1111/ppl.12322",11,200,"2024-07-09 09:57:24","google,google,google","sphagnum--carboxylation,sphagnum--carboxylation,sphagnum--rubisco",50834
"755","A Putkinen, T Larmola, T Tuomivirta…","Peatland succession induces a shift in the community composition of Sphagnum-associated active methanotrophs",2014,"FEMS microbiology …","https://academic.oup.com/femsec/article-abstract/88/3/596/586883","","",57,1,"2024-07-10 14:05:12","google,google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--nitrogenfixation,sphagnum--phenology,sphagnum--communitycomposition",50835
"756","BJM Robroek, ERJ Wubs, M Marti, K Zajac…","Microclimatological consequences for plant and microbial composition in Sphagnum-dominated peatlands",2014,"Boreal environment …","https://pure.knaw.nl/portal/en/publications/microclimatological-consequences-for-plant-and-microbial-composit","","",13,2,"2024-07-10 14:05:12","google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--respiration,sphagnum--communitycomposition",50836
"757","SI Lang, JHC Cornelissen, A Hölzer…","Determinants of cryptogam composition and diversity in Sphagnum‐dominated peatlands: the importance of temporal, spatial and functional scales",2009,"Journal of …","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2745.2008.01472.x","","10.1111/j.1365-2745.2008.01472.x",63,4,"2024-07-10 14:05:12","google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagum--distribution,sphagnum--communitycomposition",50838
"758","SN Dedysh, TA Pankratov, SE Belova…","Phylogenetic Analysis and In Situ Identification of Bacteria Community Composition in an Acidic Sphagnum Peat Bog",2006,"Applied and …","https://journals.asm.org/doi/abs/10.1128/aem.72.3.2110-2117.2006","","10.1128/aem.72.3.2110-2117.2006",373,5,"2024-07-10 14:05:12","google,google,scopus,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--soil",50839
"759","AA Carrell, M Kolton, JB Glass…","Experimental warming alters the community composition, diversity, and N2 fixation activity of peat moss (Sphagnum fallax) microbiomes",2019,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/gcb.14715","","10.1111/gcb.14715",104,7,"2024-07-10 14:05:12","google,google,google,google","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--nitrogen,sphagnum--nitrogenfixation",50841
"760","M Martí, H Juottonen, BJM Robroek, K Yrjälä…","Nitrogen and methanogen community composition within and among three Sphagnum dominated peatlands in Scandinavia",2015,"Soil Biology and …","https://www.sciencedirect.com/science/article/pii/S0038071714004027","","",32,8,"2024-07-10 14:05:12","google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--nitrogen,sphagnum--communitycomposition",50842
"761","AM Laine, T Lindholm, M Nilsson…","Functional diversity and trait composition of vascular plant and Sphagnum moss communities during peatland succession across land uplift regions",2021,"Journal of …","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.13601","","10.1111/1365-2745.13601",44,9,"2024-07-10 14:05:12","google,google,google,google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--functionaltrait,sphagnum--height,sphagnum--leafarea,sphagnum--rubisco,sphagnum--functionaltrait",50843
"762","A Sytiuk, R Céréghino, S Hamard, F Delarue…","Predicting the structure and functions of peatland microbial communities from Sphagnum phylogeny, anatomical and morphological traits and metabolites",2022,"Journal of …","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.13728","","10.1111/1365-2745.13728",15,11,"2024-07-10 14:05:12","google,google,google,google,google,google,google,google,google,scopus,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--functionaltrait,sphagnum--height,sphagnum--leafarea,sphagnum--light,sphagnum--nitrogenfixation,sphagnum--photosynthesis,sphagnum--respiration,sphagnum--communitycomposition,sphagnum--functionaltrait",50845
"763","W Tian, H Wang, X Xiang, R Wang, Y Xu","Structural Variations of Bacterial Community Driven by Sphagnum Microhabitat Differentiation in a Subalpine Peatland",2019,"Frontiers in microbiology","https://www.frontiersin.org/articles/10.3389/fmicb.2019.01661/full","HTML","10.3389/fmicb.2019.01661",33,14,"2024-07-10 14:05:12","google,google,google","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--nitrogenfixation",50848
"764","KM Standen, JL Baltzer","Permafrost condition determines plant community composition and community‐level foliar functional traits in a boreal peatland",2021,"Ecology and evolution","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.7818","","10.1002/ece3.7818",15,15,"2024-07-10 14:05:12","google,google,google,google,google","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--functionaltrait,sphagnum--leafarea,sphagnum--leafmass",50849
"765","AT Tveit, A Kiss, M Winkel, F Horn, T Hájek…","Environmental patterns of brown moss- and Sphagnum-associated microbial communities",2020,"Scientific Reports","https://www.nature.com/articles/s41598-020-79773-2","HTML","",18,16,"2024-07-10 14:05:12","google,google,google","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--nitrogenfixation",50850
"766","W Tian, X Xiang, L Ma, S Evers, R Wang…","Rare Species Shift the Structure of Bacterial Communities Across Sphagnum Compartments in a Subalpine Peatland",2020,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2019.03138/full","HTML","10.3389/fmicb.2019.03138",20,17,"2024-07-10 14:05:12","google,google","sphagnum--communitycomposition,sphagnum--communitycomposition",50851
"767","IS Kulichevskaya, SE Belova, VV Kevbrin, SN Dedysh…","Analysis of the bacterial community developing in the course of Sphagnum moss decomposition",2007,"Microbiology","https://link.springer.com/article/10.1134/S0026261707050165","","10.1134/S0026261707050165",51,18,"2024-07-10 14:05:12","google,google","sphagnum--communitycomposition,sphagnum--communitycomposition",50852
"768","OV Danilova, SE Belova, IV Gagarinova, SN Dedysh","Microbial community composition and methanotroph diversity of a subarctic wetland in Russia",2016,"Microbiology","https://link.springer.com/article/10.1134/S0026261716050039","","10.1134/S0026261716050039",39,19,"2024-07-10 14:05:12","google,google,scopus,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--communitycomposition",50853
"769","YA Mazei, AN Tsyganov","Species composition, spatial distribution and seasonal dynamics of testate amoebae community in a sphagnum bog (Middle Volga region, Russia)",2007,"Protistology","https://cyberleninka.ru/article/n/species-composition-spatial-distribution-and-seasonal-dynamics-of-testate-amoebae-community-in-a-sphagnum-bog-middle-volga-region","HTML","",69,20,"2024-07-10 14:05:12","google,google,google","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagum--distribution",50854
"770","CL Lyons, BA Branfireun…","Simulated climate warming increases plant community heterogeneity in two types of boreal peatlands in north–central Canada",2020,"Journal of Vegetation …","https://onlinelibrary.wiley.com/doi/abs/10.1111/jvs.12912","","10.1111/jvs.12912",22,21,"2024-07-10 14:05:12","google,google,google,scopus,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--leafarea,sphagnum--communitycomposition,sphagnum--leafarea",50855
"771","A Borkenhagen, DJ Cooper","Tolerance of fen mosses to submergence, and the influence on moss community composition and ecosystem resilience",2018,"Journal of vegetation science","https://onlinelibrary.wiley.com/doi/abs/10.1111/jvs.12610","","10.1111/jvs.12610",23,23,"2024-07-10 14:05:12","google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagum--leafdensity,sphagnum--communitycomposition",50857
"772","J Seward, MA Carson, LJ Lamit, N Basiliko, JB Yavitt…","Peatland microbial community composition is driven by a natural climate gradient",2020,"Microbial ecology","https://link.springer.com/article/10.1007/s00248-020-01510-z","HTML","10.1007/s00248-020-01510-z",31,24,"2024-07-10 14:05:12","google,google","sphagnum--communitycomposition,sphagnum--communitycomposition",50858
"773","S Hamard, BJM Robroek, PM Allard…","Effects of Sphagnum Leachate on Competitive Sphagnum Microbiome Depend on Species and Time",2019,"Frontiers in …","https://www.frontiersin.org/articles/10.3389/fmicb.2019.02042/full","HTML","10.3389/fmicb.2019.02042",33,25,"2024-07-10 14:05:12","google,google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--respiration,sphagum--distribution,sphagnum--respiration",50859
"774","EM Goud, C Watt, TR Moore","Plant community composition along a peatland margin follows alternate successional pathways after hydrologic disturbance",2018,"Acta Oecologica","https://www.sciencedirect.com/science/article/pii/S1146609X17302722","","",19,27,"2024-07-10 14:05:12","google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--percentcover,sphagnum--communitycomposition",50861
"775","AR St. James, J Lin, RE Richardson","Relationship Between Peat Type and Microbial Ecology in Sphagnum-Containing Peatlands of the Adirondack Mountains, NY, USA",2021,"Microbial ecology","https://link.springer.com/article/10.1007/s00248-020-01651-1","","10.1007/s00248-020-01651-1",8,28,"2024-07-10 14:05:12","google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--communitycomposition",50862
"776","MR Walbridge","Plant community composition and surface water chemistry of fen peatlands in West Virginia's Appalachian Plateau",1994,"Water, Air, and Soil Pollution","https://link.springer.com/article/10.1007/BF00478422","","10.1007/BF00478422",48,29,"2024-07-10 14:05:12","google,google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--percentcover,sphagnum--communitycomposition",50863
"777","R Korn, C Berg, LF Bersier, SM Gray…","Habitat conditions and not moss composition mediate microbial community structure in Swiss peatlands",2024,"Environmental …","https://enviromicro-journals.onlinelibrary.wiley.com/doi/abs/10.1111/1462-2920.16631","","10.1111/1462-2920.16631",0,30,"2024-07-10 14:05:12","google,google","sphagnum--communitycomposition,sphagnum--communitycomposition",50864
"778","Z Urbanová, J Bárta","Effects of long-term drainage on microbial community composition vary between peatland types",2016,"Soil Biology and Biochemistry","https://www.sciencedirect.com/science/article/pii/S0038071715003454","","",73,31,"2024-07-10 14:05:12","google,google","sphagnum--communitycomposition,sphagnum--communitycomposition",50865
"779","R Kelly, WI Montgomery, N Reid","Initial ecological change in plant and arthropod community composition after wildfires in designated areas of upland peatlands",2023,"Ecology and Evolution","https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.9771","","10.1002/ece3.9771",4,32,"2024-07-10 14:05:12","google,google,scopus","sphagnum--communitycomposition,sphagnum--communitycomposition,sphagnum--communitycomposition",50866
"780","R Grau-Andrés, GM Davies, C Rey-Sanchez, J Slater","Bryophyte community composition and diversity are indicators of hydrochemical and ecological gradients in temperate kettle hole mires in Ohio, USA",2019,"","https://kb.osu.edu/items/d1fa0ac0-fba1-4e1a-a451-d1d7d0531d80","","",4,34,"2024-07-10 14:05:12","google,google","sphagnum--communitycomposition,sphagnum--communitycomposition",50868
