"","Authors","Title","Year","Source","ArticleURL","Type","DOI","Cites","GSRank","QueryDate","Database","SearchTerms","RecordID"
"421","ME Demir, D Aktaş Uygun, A Erdağ…","A new support material for IgG adsorption: Syntrichia papillosissima (Copp.) Loeske",2017,"… cells, nanomedicine, and …","https://www.tandfonline.com/doi/abs/10.1080/21691401.2017.1296848","","10.1080/21691401.2017.1296848",2,46,"2024-07-15 09:04:35","google,google","syntrichia--carbon,syntrichia--carboxylation",100489
"422","LR Stark, JC Brinda…","Extended Periods of Hydration Do Not Elicit Dehardening to Desiccation Tolerance in Regeneration Trials of the Moss Syntrichia caninervis",2012,"… Journal of Plant …","https://www.journals.uchicago.edu/doi/abs/10.1086/663970","","10.1086/663970",36,47,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rubisco,syntrichia--soil,syntrichia--watercontent",100490
"423","KD Doherty, MA Bowker, AJ Antoninka, NC Johnson…","Biocrust moss populations differ in growth rates, stress response, and microbial associates",2018,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-017-3389-4","HTML","10.1007/s11104-017-3389-4",28,49,"2024-07-15 09:04:35","google,google,google,google,google,google,google,scopus","syntrichia--carbon,syntrichia--communitycomposition,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--percentcover,syntrichia--soil,syntrichia--soil",100492
"424","H Yang, Q Yang, D Zhang, J Wang, T Cao…","Transcriptome Reveals the Molecular Mechanism of the ScALDH21 Gene from the Desert Moss Syntrichia caninervis Conferring Resistance to Salt Stress in …",2023,"International Journal of …","https://www.mdpi.com/1422-0067/24/6/5822","HTML","",4,50,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--distribution,syntrichia--height,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--soil,syntrichia--carbon,syntrichia--photosynthesis",100493
"425","T Zhang, R Jia, Y Gao, J Sun, Y Zhao…","Niche characteristics and interspecific associations of main biocrust-forming organisms during the succession of artificially sand-binding vegetation in Shapotou …",2021,"Journal of Desert …","http://www.desert.ac.cn/EN/abstract/abstract5861.shtml","","",3,53,"2024-07-15 09:04:35","google","syntrichia--carbon",100496
"426","G TIAN, X BAI, J XU, J ZHANG","Morphological and structural properties as well as adaptation of mosses in microbiotic soil crusts on fixed dunes",2005,"Journal of Desert Research","http://www.desert.ac.cn/EN/abstract/abstract3189.shtml","","",13,54,"2024-07-15 09:04:35","google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--soil",100497
"427","LR Stark, L Nichols, DN McLetchie…","Age and sex‐specific rates of leaf regeneration in the Mojave Desert moss Syntrichia caninervis",2004,"American journal of …","https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.3732/ajb.91.1.1","","10.3732/ajb.91.1.1",74,57,"2024-07-15 09:04:35","google,google,google,google,google,scopus","syntrichia--carbon,syntrichia--light,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--soil,syntrichia--light",100500
"428","E Dettweiler-Robinson","Biocrust carbon isotope signature was depleted under a C3 forb compared to interspace",2018,"Plant and Soil","https://link.springer.com/article/10.1007/s11104-017-3558-5","HTML","10.1007/s11104-017-3558-5",8,58,"2024-07-15 09:04:35","google,google,google,google,google,google","syntrichia--carbon,syntrichia--communitycomposition,syntrichia--nitrogenfixation,syntrichia--photosynthetictissue,syntrichia--respiration,syntrichium--scattering",100501
"429","L Wennersten","Frystolerans hos mossor",2007,"Myrinia","https://www.researchgate.net/profile/Lena-Wennersten/publication/265076706_Frystolerans_hos_mossor/links/54dc53c70cf23fe133b1137d/Frystolerans-hos-mossor.pdf","PDF","",1,60,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--reflectance,syntrichia--respiration",100503
"430","ML Slate, BW Sullivan, RM Callaway","Desiccation and rehydration of mosses greatly increases resource fluxes that alter soil carbon and nitrogen cycling",2019,"Journal of Ecology","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/1365-2745.13162","","10.1111/1365-2745.13162",40,61,"2024-07-15 09:04:35","google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--phosphorus,syntrichia--respiration,syntrichia--soil,syntrichia--watercontent",100504
"431","F Lei, Y Liang, R Yang, Q Yang, W Bai, F Yin…","ScbZIP1 positively regulates desiccation tolerance of desert moss Syntrichia caninervis by ROS scavenging and photosynthesis pathways",2024,"Environmental and …","https://www.sciencedirect.com/science/article/pii/S0098847224001758","","",0,62,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--electrontransport,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--rubisco,syntrichia--soil,syntrichia--watercontent,syntrichia--photosynthesis,syntrichia--watercontent",100505
"432","H Yang, D Zhang, J Wang, AJ Wood, Y Zhang","Molecular cloning of a stress-responsive aldehyde dehydrogenase gene ScALDH21 from the desiccation-tolerant moss Syntrichia caninervis and its …",2012,"Molecular biology reports","https://link.springer.com/article/10.1007/s11033-011-1017-6","HTML","10.1007/s11033-011-1017-6",44,64,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--distribution,syntrichia--nitrogen",100507
"433","Y Zhang, H Yang, L Zhuo","Comparison of desiccation tolerance of desert moss syntrichia caninervis in tissue culture and sand culture",2022,"Pak. J. Bot","https://mail.pakbs.org/pjbot/papers/1650352179.pdf","PDF","",0,65,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--rhizoid,syntrichia--soil,syntrichia--watercontent,syntrichium--waterpotential",100508
"434","G Abay, E Gül, S Ursavaş, S Erşahin","Substratum properties and mosses in semi-arid environments. A case study from North Turkey",2014,"Cryptogamie, Bryologie","https://bioone.org/journals/Cryptogamie-Bryologie/volume-35/issue-2/cryb.v35.iss2.2014.181/Substratum-Properties-and-Mosses-in-Semi-Arid-Environments-A-Case/10.7872/cryb.v35.iss2.2014.181.short","","10.7872/cryb.v35.iss2.2014.181.short",9,66,"2024-07-15 09:04:35","google,google,google,google,google,google,scopus,scopus","syntrichia--carbon,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--soil,syntrichia--watercontent,syntrichia--distribution,syntrichia--soil",100509
"435","B Fernández-Marín, I Kranner…","Evidence for the absence of enzymatic reactions in the glassy state. A case study of xanthophyll cycle pigments in the desiccation-tolerant moss Syntrichia ruralis",2013,"Journal of …","https://academic.oup.com/jxb/article-abstract/64/10/3033/542745","","",95,70,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--soil,syntrichia--watercontent,syntrichia--chlorophyll,syntrichia--photosynthesis,syntrichia--photosynthetictissue,syntrichia--watercontent",100513
"436","M Hoellrich","Biogeochemical function and microbial diversity in Chihuahuan Desert biocrusts",2021,"","https://search.proquest.com/openview/5bd7572225979276ec776b063cc470f9/1?pq-origsite=gscholar&cbl=18750&diss=y","HTML","",1,75,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--carboxylation,syntrichia--communitycomposition,syntrichia--nitrogenfixation,syntrichia--percentcover,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration,syntrichia--watercontent",100518
"437","LR Stark","Phenology and reproductive biology of Syntrichia inermis (Bryopsida, Pottiaceae) in the Mojave Desert",1997,"Bryologist","https://www.jstor.org/stable/3244383","","",46,76,"2024-07-15 09:04:35","google,google,google,google,google,google,google,scopus","syntrichia--carbon,syntrichia--distribution,syntrichia--light,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--soil,syntrichia--phenology",100519
"438","Z Csintalan, K Veres, ER Péli","Seasonal variation of antioxidant enzymatic responses in the desiccation-tolerant bryophyte Syntrichia ruralis (Hedw.) Web. &Mohr.",2021,"COLUMELLA–Journal of …","https://journal.uni-mate.hu/index.php/columella/article/view/2802","","",4,77,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--carbon,syntrichia--chlorophyll,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--distribution,syntrichia--light,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--photosystem,syntrichia--respiration,syntrichia--respiration,syntrichia--soil,syntrichia--soil,syntrichia--watercontent,syntrichia--watercontent,syntrichium--scattering,syntrichium--scattering,syntrichium--waterpotential,syntrichium--waterpotential",100520
"439","MA Bowker, LR Stark, DN McLetchie…","Sex expression, skewed sex ratios, and microhabitat distribution in the dioecious desert moss Syntrichia caninervis (Pottiaceae)",2000,"American Journal of …","https://bsapubs.onlinelibrary.wiley.com/doi/abs/10.2307/2656595","","10.2307/2656595",183,79,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus","syntrichia--carbon,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--percentcover,syntrichia--rhizoid,syntrichia--soil,syntrichia--distribution,syntrichia--distribution,syntrichia--height,syntrichia--soil",100522
"440","J Birgander, J Rousk, PA Olsson","Activity of temperate grassland plants and symbiotic fungi during the winter–implications for community structure and carbon cycling in a changing climate",2012,"Nordic Journal of Botany","https://nsojournals.onlinelibrary.wiley.com/doi/abs/10.1111/j.1756-1051.2012.01794.x","","10.1111/j.1756-1051.2012.01794.x",11,81,"2024-07-15 09:04:35","google,google,google,google,google","syntrichia--carbon,syntrichia--communitycomposition,syntrichia--phenology,syntrichia--phosphorus,syntrichia--respiration",100524
"441","L Stark, N McLetchie, B Mishler","Sex expression and sex dimorphism in sporophytic populations of the desert moss Syntrichia caninervis",2001,"Plant ecology","https://link.springer.com/article/10.1023/A:1013968421254","","10.1023/A:1013968421254",68,84,"2024-07-15 09:04:35","google,google,google,google,google,google","syntrichia--carbon,syntrichia--distribution,syntrichia--light,syntrichia--phenology,syntrichia--rhizoid,syntrichia--soil",100527
"442","LR Stark, DN McLetchie, BD Mishler","Sex expression, plant size, and spatial segregation of the sexes across a stress gradient in the desert moss Syntrichia caninervis",2005,"The Bryologist","https://bioone.org/journals/the-bryologist/volume-108/issue-2/0007-2745_2005_108_0183_SEPSAS_2.0.CO_2/Sex-Expression-Plant-Size-and-Spatial-Segregation-of-the-Sexes/10.1639/0007-2745(2005)108[0183:SEPSAS]2.0.CO;2.short","","10.1639/0007-2745(2005)108[0183:SEPSAS]2.0.CO;2.short",91,86,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--rhizoid,syntrichia--soil,syntrichia--distribution,syntrichia--light",100529
"443","ML Slate, BW Sullivan…","N. Virginia Street, Reno, NV, 89557, USA",2018,"… , BRYOTIC PULSES AND …","https://search.proquest.com/openview/6740dcae2b3f0ca4d943abea6b7e3010/1.pdf?pq-origsite=gscholar&cbl=18750&diss=y#page=5","","",0,88,"2024-07-15 09:04:35","google,google,google,google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--phosphorus,syntrichia--respiration,syntrichia--soil,syntrichia--watercontent",100531
"444","LR Stark, L Nichols II, DN McLetchie…","Do the Sexes of the Desert Moss Syntrichia caninervis Differ in Desiccation Tolerance? A Leaf Regeneration Assay",2005,"… Journal of Plant …","https://www.journals.uchicago.edu/doi/abs/10.1086/425671","","10.1086/425671",62,89,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--distribution,syntrichia--height,syntrichia--leafmass,syntrichia--light,syntrichia--nitrogen,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--reflectance,syntrichia--respiration,syntrichia--soil,syntrichia--watercontent",100532
"445","X Li, R Yang, Y Liang, B Gao, S Li, W Bai…","The ScAPD1‐like gene from the desert moss Syntrichia caninervis enhances resistance to Verticillium dahliae via phenylpropanoid gene regulation",2023,"The Plant …","https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.16035","","10.1111/tpj.16035",18,90,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--light,syntrichia--soil,syntrichia--watercontent",100533
"446","J Royles, AB Horwath, H Griffiths","Interpreting bryophyte stable carbon isotope composition: Plants as temporal and spatial climate recorders",2014,"Geochemistry, Geophysics …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1002/2013GC005169","","10.1002/2013GC005169",19,92,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus","syntrichia--carbon,syntrichia--carboxylation,syntrichia--conductance,syntrichia--electrontransport,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosynthetictissue,syntrichia--respiration,syntrichia--rubisco,syntrichia--watercontent,syntrichia--carbon,syntrichia--photosynthesis,syntrichia--watercontent",100535
"447","KK Coe, J Belnap, JP Sparks","COS 16-9: Seasonal photosynthetic acclimation of the desert moss Syntrichia caninervis may affect net carbon fixation potential under future rainfall regimes",2010,"The 95th ESA Annual Meeting","https://eco.confex.com/eco/2010/techprogram/P26311.HTM","","",0,93,"2024-07-15 09:04:35","google,google,google,google,google,google","syntrichia--carbon,syntrichia--carbon,syntrichia--photosynthesis,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--respiration",100536
"448","S Pfendler, B Karimi, PA Maron, L Ciadamidaro…","Biofilm biodiversity in French and Swiss show caves using the metabarcoding approach: First data",2018,"Science of the Total …","https://www.sciencedirect.com/science/article/pii/S0048969717327572","","",66,94,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,scopus,scopus","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--light,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--quantumyield,syntrichia--respiration,syntrichia--light,syntrichia--quantumyield",100537
"449","KK Coe, J Belnap, EE Grote…","Physiological ecology of the desert moss Syntrichia caninervis after ten years exposure to elevated CO2: evidence for enhanced photosynthetic thermotolerance",2012,"Physiologia …","https://digitalcommons.usu.edu/crc_research/451/","","",4,95,"2024-07-15 09:04:35","google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--nitrogen,syntrichia--photosynthesis,syntrichia--photosystem",100538
"450","KK Coe, J Belnap, JP Sparks","COS 84-5: What's the frequency, Syntrichia? Quantifying desert moss response to changes in precipitation regime",2009,"The 94th ESA Annual Meeting","https://eco.confex.com/eco/2009/techprogram/P20129.HTM","","",0,97,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--photosynthesis",100540
"451","BZ Al-Sumaidaiea, MA Al-Rejaboo","Effect of Alcoholic Extract of Syntrichia intermedia on some Yeasts Isolated from Mobile Phones and the User's Finger",2023,"IOP Conference Series …","https://iopscience.iop.org/article/10.1088/1755-1315/1262/2/022003/meta","","10.1088/1755-1315/1262/2/022003",0,98,"2024-07-15 09:04:35","google,google,google,google,google","syntrichia--carbon,syntrichia--height,syntrichia--light,syntrichia--nitrogen,syntrichia--soil",100541
"452","ML Bonine","Growth, reproductive phenology, and population structure in Syntrichia caninervis",2004,"","https://search.proquest.com/openview/c7bba8e259c59d2bb408f49a238dd489/1?pq-origsite=gscholar&cbl=18750&diss=y","BOOK","",5,101,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--distribution,syntrichia--height,syntrichia--light,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--photosynthetictissue,syntrichia--respiration,syntrichia--rhizoid,syntrichium--scattering",100544
"453","J Kubásek, T Hájek, J Duckett, S Pressel…","Moss stomata do not respond to light and CO2 concentration but facilitate carbon uptake by sporophytes: a gas exchange, stomatal aperture, and 13C‐labelling …",2021,"New …","https://nph.onlinelibrary.wiley.com/doi/abs/10.1111/nph.17208","","10.1111/nph.17208",29,102,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--conductance,syntrichia--light,syntrichia--respiration",100545
"454","SC Reed, KK Coe, JP Sparks, DC Housman…","Changes to dryland rainfall result in rapid moss mortality and altered soil fertility",2012,"Nature Climate …","https://www.nature.com/articles/nclimate1596","HTML","",332,104,"2024-07-15 09:04:35","google,google,google,google,google,google,google,scopus,scopus,scopus","syntrichia--carbon,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--phenology,syntrichia--phosphorus,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--carbon,syntrichia--soil,sytrichia--nitrogen",100547
"455","RL Jia, XR Li, LC Liu, YH Gao, XJ Li","Responses of biological soil crusts to sand burial in a revegetated area of the Tengger Desert, Northern China",2008,"Soil Biology and Biochemistry","https://www.sciencedirect.com/science/article/pii/S0038071708002721","","",128,105,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google,google,google,google,scopus,scopus,scopus,scopus,scopus","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--height,syntrichia--height,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--respiration,syntrichia--rhizoid,syntrichia--soil,syntrichia--carbon,syntrichia--height,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--soil",100548
"456","KK Coe, J Belnap, JP Sparks","Environmental controls on moss carbon flux in a pulse-dynamic system",NA,"","","CITATION","",0,106,"2024-07-15 09:04:35","google","syntrichia--carbon",100549
"457","H Griffiths, J Royles, A Horwath…","Bryophytes as climate indicators: moss and liverwort photosynthetic limitations and carbon isotope signals in organic material and peat deposits",2011,"AGU Fall Meeting …","https://ui.adsabs.harvard.edu/abs/2011AGUFM.B13K..02G/abstract","","",3,108,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--conductance,syntrichia--photosynthesis,syntrichia--watercontent",100551
"458","F Savaroglu, I Potoglu Erkara","Observations of spore morphology of some Pottiaceae Schimp. species (Bryophyta) in Turkey",2008,"Plant Systematics and Evolution","https://link.springer.com/article/10.1007/s00606-007-0607-1","","10.1007/s00606-007-0607-1",23,109,"2024-07-15 09:04:35","google,google,google,google,google,scopus","syntrichia--carbon,syntrichia--distribution,syntrichia--light,syntrichia--soil,syntrichium--scattering,syntrichia--light",100552
"459","DC Housman, HH Powers, AD Collins…","Carbon and nitrogen fixation differ between successional stages of biological soil crusts in the Colorado Plateau and Chihuahuan Desert",2006,"Journal of arid …","https://www.sciencedirect.com/science/article/pii/S0140196305003009","","",369,110,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--height,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--percentcover,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration",100553
"460","KK Coe, J Belnap, SP Ellner, JP Sparks","Predictions for desert biocrust moss performance and decline under future precipitation scenarios",NA,"","","CITATION","",0,111,"2024-07-15 09:04:35","google","syntrichia--carbon",100554
"461","EE Grote, J Belnap, DC Housman…","Carbon exchange in biological soil crust communities under differential temperatures and soil water contents: implications for global change",2010,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2010.02201.x","","10.1111/j.1365-2486.2010.02201.x",215,112,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--carboxylation,syntrichia--chlorophyll,syntrichia--communitycomposition,syntrichia--photosynthesis,syntrichia--respiration,syntrichia--rubisco,syntrichia--watercontent",100555
"462","JP Sparks, S Reed, KK Coe…","Small changes in the timing of precipitation on the arid Colorado Plateau leads to large changes in nitrogen biogeochemistry mediated through biocrust moss mortality …",2012,"AGU Fall Meeting …","https://ui.adsabs.harvard.edu/abs/2012AGUFM.B32B..07S/abstract","","",0,113,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--communitycomposition,syntrichia--nitrogen",100556
"463","LG Sancho, J Belnap, C Colesie, J Raggio…","Carbon budgets of biological soil crusts at micro-, meso-, and global scales",2016,"Biological soil crusts: an …","https://link.springer.com/chapter/10.1007/978-3-319-30214-0_15","","10.1007/978-3-319-30214-0_15",108,115,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--nitrogenfixation,syntrichia--phosphorus,syntrichia--respiration",100558
"464","N Pietrasiak, JU Regus, JR Johansen, D Lam…","Biological soil crust community types differ in key ecological functions",2013,"Soil Biology and …","https://www.sciencedirect.com/science/article/pii/S0038071713001831","","",123,117,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--nitrogenfixation",100560
"465","A Darrouzet-Nardi, SC Reed, EE Grote, J Belnap","Observations of net soil exchange of CO2 in a dryland show experimental warming increases carbon losses in biocrust soils",2015,"Biogeochemistry","https://link.springer.com/article/10.1007/s10533-015-0163-7","HTML","10.1007/s10533-015-0163-7",95,119,"2024-07-15 09:04:35","google,google","syntrichia--carbon,syntrichia--respiration",100562
"466","KE Young, S Ferrenberg, R Reibold, SC Reed…","Vertical movement of soluble carbon and nutrients from biocrusts to subsurface mineral soils",2022,"Geoderma","https://www.sciencedirect.com/science/article/pii/S0016706121005759","","",25,120,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--nitrogenfixation,syntrichia--phosphorus,syntrichia--respiration",100563
"467","M Slate","Moss and Biocrust Project Update May 8, 2014 Rebecca Durham",2014,"","","CITATION","",0,121,"2024-07-15 09:04:35","google,google,google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--percentcover,syntrichia--soil",100564
"468","R Zhao, R Hui, Z Wang, L Liu, M Xie, L An","Winter snowfall can have a positive effect on photosynthetic carbon fixation and biomass accumulation of biological soil crusts from the Gurbantunggut Desert …",2016,"Ecological research","https://link.springer.com/article/10.1007/s11284-016-1335-1","HTML","10.1007/s11284-016-1335-1",18,122,"2024-07-15 09:04:35","google,google,google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--electrontransport,syntrichia--nitrogenfixation,syntrichia--photosynthesis,syntrichia--photosystem,syntrichia--quantumyield,syntrichia--respiration,syntrichia--watercontent",100565
"469","KK Coe, J Belnap, JP Sparks","PS 3-30: Photosynthetic responses of desert mosses to temperature and hydration",2007,"","https://eco.confex.com/eco/2007/techprogram/P7790.HTM","","",0,123,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--photosynthesis,syntrichia--watercontent",100566
"470","CV Pires, C Schaefer, AK Hashigushi…","Soil organic carbon and nitrogen pools drive soil C-CO2 emissions from selected soils in Maritime Antarctica",2017,"Science of the Total …","https://www.sciencedirect.com/science/article/pii/S0048969717306630","","",48,124,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--phosphorus",100567
"471","J Royles, J Ogée, L Wingate, DA Hodgson…","Carbon isotope evidence for recent climate‐related enhancement of CO 2 assimilation and peat accumulation rates in Antarctica",2012,"Global Change …","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2012.02750.x","","10.1111/j.1365-2486.2012.02750.x",65,125,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--carboxylation,syntrichia--conductance,syntrichia--rubisco",100568
"472","AL Healey, B Piatkowski, JT Lovell, A Sreedasyam…","Newly identified sex chromosomes in the Sphagnum (peat moss) genome alter carbon sequestration and ecosystem dynamics",2023,"Nature Plants","https://www.nature.com/articles/s41477-022-01333-5","HTML","",25,126,"2024-07-15 09:04:35","google","syntrichia--carbon",100569
"473","YHL Yang HongLan, ZDY Zhang DaoYuan…","Ectopic overexpression of the aldehyde dehydrogenase ALDH21 from Syntrichia caninervis in tobacco confers salt and drought stress tolerance.",2015,"","https://www.cabidigitallibrary.org/doi/full/10.5555/20153345009","","10.5555/20153345009",0,127,"2024-07-15 09:04:35","google,google,google,google,google,google,google","syntrichia--carbon,syntrichia--chlorophyll,syntrichia--conductance,syntrichia--light,syntrichia--photosynthesis,syntrichia--photosynthesis,syntrichia--soil",100570
"474","M Benassi, LR Stark, JC Brinda, DN McLetchie…","Plant size, sex expression and sexual reproduction along an elevation gradient in a desert moss",2011,"The Bryologist","https://bioone.org/journals/the-bryologist/volume-114/issue-2/0007-2745-114.2.277/Plant-size-sex-expression-and-sexual-reproduction-along-an-elevation/10.1639/0007-2745-114.2.277.short","","10.1639/0007-2745-114.2.277.short",59,129,"2024-07-15 09:04:35","google,google,google,google,google","syntrichia--carbon,syntrichia--distribution,syntrichia--phenology,syntrichia--photosynthesis,syntrichia--rhizoid",100572
"475","M Ladrón de Guevara, R Lázaro, JL Quero…","Simulated climate change reduced the capacity of lichen-dominated biocrusts to act as carbon sinks in two semi-arid Mediterranean ecosystems",2014,"Biodiversity and …","https://link.springer.com/article/10.1007/s10531-014-0681-y?sa_campaign=email/event/articleAuthor/onlineFirst&error=cookies_not_supported&code=ed21c28c-28b4-4de3-b36e-b2ccf7e007b1","","10.1007/s10531-014-0681-y",75,134,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--respiration,syntrichia--rubisco",100577
"476","C Tucker, S Ferrenberg, SC Reed","Modest residual effects of short-term warming, altered hydration, and biocrust successional state on dryland soil heterotrophic carbon and nitrogen cycling",2020,"Frontiers in Ecology and …","https://www.frontiersin.org/articles/10.3389/fevo.2020.467157/full","HTML","10.3389/fevo.2020.467157",12,136,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--nitrogen,syntrichia--nitrogenfixation,syntrichia--respiration",100579
"477","BG Waring, KR Smith, EE Grote…","Climatic controls on soil carbon accumulation and loss in a dryland ecosystems",2021,"Journal of …","https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2021JG006492","","10.1029/2021JG006492",5,137,"2024-07-15 09:04:35","google,google,google","syntrichia--carbon,syntrichia--respiration,syntrichium--waterpotential",100580
"478","R Hui, R Zhao, L Liu, X Li","Effect of snow cover on water content, carbon and nutrient availability, and microbial biomass in complexes of biological soil crusts and subcrust soil in the desert",2022,"Geoderma","https://www.sciencedirect.com/science/article/pii/S0016706121005851","","",20,138,"2024-07-15 09:04:35","google,google,google,google","syntrichia--carbon,syntrichia--nitrogenfixation,syntrichia--phosphorus,syntrichia--watercontent",100581
